V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Screening,Condition,Intro,Consent,Reason_NC,Check_PhD,CheckGroup,Intro_FS,Q1_FS_Ob,Q2_FS_Ob,Q3_FS_Ob,Q4_FS_Ra,Q5_FS_Ra,Q6_FS_Ra,Q7_FS_Op,Q8_FS_Op,Q9_FS_Op,Q10_FS_IQ,Q11_FS_IQ,Q12_FS_IQ,Q13_FS_In,Q14_FS_In,Q15_FS_In,Q16_FS_Co,Q17_FS_Co,Q18_FS_Co,Intro_MS,Q1_MS_Ob,Q2_MS_Ob,Q3_MS_Ob,Q4_MS_Ra,Q5_MS_Ra,Q6_MS_Ra,Q7_MS_Op,Q8_MS_Op,Q9_MS_Op,Q10_MS_IQ,Q11_MS_IQ,Q12_MS_IQ,Q13_MS_In,Q14_MS_In,Q15_MS_In,Q16_MS_Co,Q17_MS_Co,Q18_MS_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_ac_age,Dem_gender,Dem_tenure,Feedback,LocationLatitude,LocationLongitude,LocationAccuracy
R_5pPFTQfSOCoytM1,Default Response Set,,,,,0,11/2/2014 2:49,11/2/2014 2:53,1,,Female,1,1,,1,1,1,6,5,2,4,6,6,4,5,6,1,5,6,6,4,4,5,2,2,,,,,,,,,,,,,,,,,,,,1,156,42,77,1,4,,,,
R_cG4mBIqsplOXXTv,Default Response Set,,,,,0,11/2/2014 4:13,11/2/2014 4:17,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,36,46,80,2,4,,,,
R_22Vd1GN6bp6rfEN,Default Response Set,,,,,0,10/31/2014 10:37,11/2/2014 5:31,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,164,61,91,2,4,,,,
R_5oLW6I5DW8ST12t,Default Response Set,,,,,0,11/2/2014 6:10,11/2/2014 6:18,1,,Female,1,1,,2,,1,7,6,3,3,5,4,5,6,4,4,2,4,6,4,2,3,5,2,,,,,,,,,,,,,,,,,,,,1,143,71,97,2,4,,,,
R_e51Al1Dp7jIJWWp,Default Response Set,,,,,0,11/2/2014 10:09,11/2/2014 10:13,1,,Female,1,1,,1,1,1,4,6,4,4,4,4,4,4,4,6,6,4,6,4,4,4,6,2,,,,,,,,,,,,,,,,,,,,1,122,35,66,1,4,,,,
R_8Hv34Z5kVwpP5oF,Default Response Set,,,,,0,11/2/2014 12:26,11/2/2014 12:34,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,6,5,6,6,4,6,5,3,5,4,5,5,6,5,5,4,1,188,48,84,1,4,,,,
R_4HsreNJVPnXUkaV,Default Response Set,,,,,0,11/2/2014 12:37,11/2/2014 12:46,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,1,4,6,4,1,4,4,3,3,4,6,2,1,4,3,3,1,122,45,73,2,4,,,,
R_eIKWHcscPOrpp65,Default Response Set,,,,,0,11/2/2014 15:34,11/2/2014 15:35,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3IWb7KCjClTo9NP,Default Response Set,,,,,0,11/2/2014 16:12,11/2/2014 16:13,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0evjY9cTuk9pZcx,Default Response Set,,,,,0,11/2/2014 17:36,11/2/2014 17:43,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,2,6,3,3,5,5,6,2,2,4,3,6,4,3,3,1,163,62,90,2,5,,,,
R_cGEYJ4BiOKNoMLj,Default Response Set,,,,,0,11/2/2014 18:36,11/2/2014 18:40,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,3,4,4,4,4,4,3,4,5,4,4,4,4,5,5,3,1,65,34,62,1,4,,,,
R_ebsRZhLtmVlWBud,Default Response Set,,,,,0,11/2/2014 20:27,11/2/2014 20:31,1,,Female,1,1,,1,2,1,6,6,4,6,6,6,6,6,6,6,4,5,6,6,6,6,4,6,,,,,,,,,,,,,,,,,,,,1,187,23,52,1,4,,,,
R_3WtlrcEOdCQnNPv,Default Response Set,,,,,0,11/2/2014 21:05,11/2/2014 21:14,1,,Female,1,1,,1,1,1,3,4,2,6,4,4,4,4,3,1,1,6,5,5,4,5,2,2,,,,,,,,,,,,,,,,,,,,1,24,59,91,1,5,,,,
R_8A2Bhr8TVwleGZT,Default Response Set,,,,,0,11/2/2014 21:03,11/2/2014 21:15,1,,Male,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,2,6,6,6,7,6,2,6,6,7,2,5,6,5,6,6,5,2,1,84,67,96,1,5,,,,
R_6in0JqwZhGVs6gt,Default Response Set,,,,,0,11/2/2014 22:37,11/2/2014 22:44,1,,Female,1,1,,1,1,1,6,6,6,6,6,6,6,6,6,2,6,6,6,6,7,6,6,4,,,,,,,,,,,,,,,,,,,,1,65,52,93,2,4,,,,
R_0VBR0YsU8T0k6zP,Default Response Set,,,,,0,11/3/2014 5:54,11/3/2014 5:54,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_en9I8kJ5GRz5FGd,Default Response Set,,,,,0,11/3/2014 6:53,11/3/2014 6:57,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,1,65,62,88,1,4,,,,
R_aXYdRvNzHAPNDKt,Default Response Set,,,,,0,11/3/2014 8:25,11/3/2014 8:42,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,5,5,1,3,2,5,3,5,4,1,2,4,1,3,6,1,1,1,61,53,82,2,4,,,,
R_1Tf2GRDg61vfqoR,Default Response Set,,,,,0,11/3/2014 8:40,11/3/2014 8:42,1,,Female,1,1,,1,1,1,5,6,5,5,6,6,4,6,6,5,5,6,5,7,5,4,5,4,,,,,,,,,,,,,,,,,,,,1,17,60,86,1,4,,,,
R_5vhTgcQfmFyd9iJ,Default Response Set,,,,,0,11/3/2014 8:45,11/3/2014 8:57,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,6,5,6,5,4,6,2,4,1,4,2,3,6,3,2,2,1,143,28,56,1,4,,,,
R_cBlDtyEmPuh0ufr,Default Response Set,,,,,0,11/3/2014 8:54,11/3/2014 8:59,1,,Female,1,1,,1,1,1,5,4,6,5,4,6,2,2,6,4,5,4,6,4,4,4,6,2,,,,,,,,,,,,,,,,,,,,1,168,57,93,2,4,,,,
R_cGCA6XxjAP8g8kJ,Default Response Set,,,,,0,11/3/2014 9:00,11/3/2014 9:06,1,,Female,1,1,,1,1,1,2,2,2,2,2,1,4,1,3,1,2,2,2,2,3,2,6,2,,,,,,,,,,,,,,,,,,,,1,65,49,81,1,4,,,,
R_87zC8acFuu311MV,Default Response Set,,,,,0,11/3/2014 9:16,11/3/2014 9:20,1,,Male,1,1,,1,2,,,,,,,,,,,,,,,,,,,,1,6,5,3,4,6,6,6,6,6,4,3,4,6,5,6,6,5,5,1,163,25,51,1,4,,,,
R_8HZ3WIkCPcOBXFP,Default Response Set,,,,,0,11/3/2014 9:22,11/3/2014 9:26,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0kz1mGjQJIRESUd,Default Response Set,,,,,0,11/3/2014 9:33,11/3/2014 9:38,1,,Female,1,1,,1,1,1,7,7,4,6,7,7,6,7,7,6,7,6,7,4,6,6,6,2,,,,,,,,,,,,,,,,,,,,1,65,56,82,1,5,,,,
R_e2rQhN4nqlueBN3,Default Response Set,,,,,0,11/3/2014 9:36,11/3/2014 9:41,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,5,4,6,6,5,5,5,4,6,6,6,5,5,5,5,4,1,122,63,94,2,5,,,,
R_3kOPAu9u8CylgCp,Default Response Set,,,,,0,11/3/2014 9:39,11/3/2014 10:03,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,2,3,6,5,3,2,5,5,2,3,4,5,5,6,2,2,1,1,185,58,83,1,4,,,,
R_4GXBlQMaELNdCER,Default Response Set,,,,,0,11/3/2014 10:10,11/3/2014 10:10,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6VWKb0G6OKBxUXj,Default Response Set,,,,,0,11/3/2014 10:20,11/3/2014 10:32,1,,Female,1,1,,1,1,1,5,5,3,4,6,6,5,6,6,6,2,2,5,5,2,4,5,2,,,,,,,,,,,,,,,,,,,,1,45,20,63,1,4,,,,
R_bBqxCq5EH5Sxt5z,Default Response Set,,,,,0,11/3/2014 10:26,11/3/2014 10:34,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,4,2,4,4,6,6,6,6,4,6,6,6,4,4,4,4,2,1,153,52,79,2,5,,,,
R_e40Datlf4oE7qp7,Default Response Set,,,,,0,11/3/2014 10:40,11/3/2014 10:45,1,,Female,1,1,,1,1,1,6,5,4,4,7,6,4,6,7,6,5,3,4,4,6,4,3,4,,,,,,,,,,,,,,,,,,,,1,185,43,67,2,5,,,,
R_3eNhzJZoIp0AjpH,Default Response Set,,,,,0,11/3/2014 11:33,11/3/2014 11:35,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,2,3,6,6,6,2,2,5,2,2,5,6,2,2,2,2,2,1,17,46,71,2,4,,,,
R_aY2Cvf3Jho3Gxlb,Default Response Set,,,,,0,11/3/2014 12:55,11/3/2014 12:56,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0cEKApEER9tcVV3,Default Response Set,,,,,0,10/31/2014 11:53,11/3/2014 14:45,1,,Female,1,1,,1,1,1,6,7,5,5,7,6,4,7,6,5,7,7,7,6,7,6,7,2,,,,,,,,,,,,,,,,,,,,1,187,60,91,2,5,,,,
R_ekYWlF9t2956QXH,Default Response Set,,,,,0,11/3/2014 14:14,11/3/2014 15:03,1,,Female,1,1,,1,6,1,4,4,4,4,4,4,4,4,4,1,7,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,35,63,93,1,5,,,,
R_6AnEheeBjQOpI69,Default Response Set,,,,,0,11/3/2014 15:17,11/3/2014 15:20,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,5,6,6,5,6,6,6,2,6,5,6,6,6,6,5,3,1,187,48,76,2,4,,,,
R_0oo8QRz5iezfHvv,Default Response Set,,,,,0,11/3/2014 16:15,11/3/2014 16:19,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,5,4,4,4,4,2,3,4,4,4,4,4,4,3,1,122,69,95,2,5,,,,
R_eRNkOg5D7svf8ZD,Default Response Set,,,,,0,11/3/2014 16:42,11/3/2014 16:48,1,,Female,1,1,,1,1,1,4,4,4,4,6,6,4,4,4,4,7,6,6,2,2,1,4,1,,,,,,,,,,,,,,,,,,,,1,187,39,76,1,5,,,,
R_2aCtm1glyiC4pVj,Default Response Set,,,,,0,11/3/2014 17:06,11/3/2014 17:12,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,4,6,5,5,5,3,3,3,1,5,1,4,1,4,2,2,2,1,84,42,70,2,4,,,,
R_eR1vmLsYjVlpeVn,Default Response Set,,,,,0,11/3/2014 17:13,11/3/2014 17:20,1,,Female,1,1,,1,1,1,7,7,2,7,7,7,6,6,6,7,2,4,7,2,7,2,7,2,,,,,,,,,,,,,,,,,,,,1,84,52,85,1,4,,,,
R_dpoV3UumtWBySOh,Default Response Set,,,,,0,11/3/2014 17:34,11/3/2014 17:37,1,,Female,1,1,,1,1,1,6,7,2,7,7,7,5,6,7,2,2,5,7,4,7,4,4,4,,,,,,,,,,,,,,,,,,,,1,185,61,89,1,5,,,,
R_42P1OmSDCtSU1OB,Default Response Set,,,,,0,11/3/2014 17:47,11/3/2014 17:51,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,4,5,6,5,6,5,5,4,5,4,5,4,5,5,5,5,1,31,63,92,1,5,,,,
R_8cUyKZTvru3Uxs9,Default Response Set,,,,,0,11/3/2014 18:17,11/3/2014 18:23,1,,Female,1,1,,1,1,1,6,6,5,6,7,6,4,6,6,3,3,2,6,6,6,6,6,5,,,,,,,,,,,,,,,,,,,,1,31,27,57,1,4,,,,
R_4GzZGi4QYFZSubz,Default Response Set,,,,,0,11/3/2014 18:17,11/3/2014 18:23,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,4,5,4,5,4,5,4,5,5,5,4,4,4,5,3,3,2,1,168,30,60,2,4,,,,
R_e8xhzt9VfWR85O5,Default Response Set,,,,,0,11/3/2014 18:37,11/3/2014 18:42,1,,Female,1,1,,1,1,1,7,7,5,6,7,6,6,7,6,5,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,1,187,65,95,2,5,,,,
R_4NI8vMjPTHNP2IZ,Default Response Set,,,,,0,11/3/2014 19:02,11/3/2014 19:16,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,5,3,4,5,6,5,4,6,2,2,4,4,3,6,4,2,2,1,157,63,86,1,5,,,,
R_8kRqqsxH5jy7SSh,Default Response Set,,,,,0,10/31/2014 9:46,11/3/2014 20:29,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,2,5,5,5,3,5,5,2,5,5,6,2,2,6,5,2,1,24,41,72,1,4,,,,
R_cNQA77LQuoSgyP3,Default Response Set,,,,,0,11/3/2014 20:36,11/3/2014 20:37,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dcKbSOhGaAuzr0h,Default Response Set,,,,,0,11/3/2014 20:43,11/3/2014 20:59,1,,Female,1,1,,1,1,1,4,6,2,6,6,6,6,6,6,2,4,4,7,6,6,2,6,6,,,,,,,,,,,,,,,,,,,,1,24,54,83,2,5,,,,
R_3Es4ebiTo5bwKB7,Default Response Set,,,,,0,11/3/2014 21:28,11/3/2014 21:31,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,187,57,92,1,5,,,,
R_e9SNzNfsFlYBffL,Default Response Set,,,,,0,11/3/2014 23:12,11/3/2014 23:14,1,,Female,1,1,,1,1,1,5,4,2,6,6,6,4,6,5,2,5,4,6,7,1,6,5,3,,,,,,,,,,,,,,,,,,,,1,9,41,80,2,4,,,,
R_4G6UXNAcWV1rcmF,Default Response Set,,,,,0,11/4/2014 2:16,11/4/2014 2:18,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5oIOBXp7DGluRtb,Default Response Set,,,,,0,11/4/2014 7:55,11/4/2014 7:57,1,,Female,1,1,,1,1,1,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,84,54,83,1,4,,,,
R_869YwbHNKx4PZ7n,Default Response Set,,,,,0,11/4/2014 8:23,11/4/2014 8:29,1,,Female,1,1,,1,6,1,3,4,4,3,4,4,4,3,4,2,4,4,4,2,4,4,2,2,,,,,,,,,,,,,,,,,,,,1,65,66,95,1,5,,,,
R_1XnAp95yp39MI6N,Default Response Set,,,,,0,11/4/2014 8:41,11/4/2014 8:49,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,5,5,4,4,4,4,5,4,4,5,4,4,5,3,3,2,1,86,55,88,1,4,,,,
R_25ARKc9R0CdEuDb,Default Response Set,,,,,0,11/4/2014 9:26,11/4/2014 9:30,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,1,5,3,2,1,2,1,3,2,2,1,2,2,1,2,2,2,1,168,58,89,2,4,,,,
R_b1klEu3qglSStrT,Default Response Set,,,,,0,11/4/2014 10:31,11/4/2014 10:32,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6hakj463JctoAmh,Default Response Set,,,,,0,11/4/2014 11:17,11/4/2014 11:22,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,4,4,5,5,6,3,3,1,4,3,5,5,5,3,2,1,1,84,59,95,1,5,,,,
R_5pgyUvLtGjGBVpX,Default Response Set,,,,,0,11/4/2014 11:39,11/4/2014 11:46,1,,Female,1,1,,1,1,1,4,5,2,4,6,5,5,2,5,3,5,4,5,4,2,2,4,2,,,,,,,,,,,,,,,,,,,,1,84,47,76,1,4,,,,
R_eFJLmMf7gtyUMOF,Default Response Set,,,,,0,11/4/2014 11:57,11/4/2014 12:21,1,,Female,1,1,,1,1,1,6,6,3,3,1,6,6,6,7,5,2,5,6,4,5,5,6,6,,,,,,,,,,,,,,,,,,,,1,137,18,51,2,4,,,,
R_8tXblyETMZfBcTr,Default Response Set,,,,,0,11/4/2014 13:01,11/4/2014 13:12,1,,Female,1,1,,1,1,1,6,6,2,6,7,6,5,6,4,4,4,6,6,4,6,4,6,2,,,,,,,,,,,,,,,,,,,,1,163,45,74,1,4,,,,
R_0dOw0StbLUYxmkt,Default Response Set,,,,,0,11/4/2014 14:46,11/4/2014 15:19,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,4,4,6,6,6,5,6,5,6,4,5,5,6,4,6,2,1,8,36,69,1,4,,,,
R_55wM3ZVuW3HH5E9,Default Response Set,,,,,0,11/4/2014 16:35,11/4/2014 16:38,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,2,6,4,6,5,4,4,4,4,6,4,5,4,4,4,3,3,1,158,50,80,2,5,,,,
R_0e1LnB6cJ8YGQfz,Default Response Set,,,,,0,11/4/2014 17:43,11/4/2014 17:49,1,,Female,1,1,,1,1,1,6,5,6,6,6,6,5,5,6,1,4,4,6,5,6,5,5,2,,,,,,,,,,,,,,,,,,,,1,84,58,84,1,4,,,,
R_0vNGraSj1vmaXe5,Default Response Set,,,,,0,11/4/2014 20:56,11/4/2014 20:58,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,4,6,4,4,6,5,5,5,5,6,6,6,6,5,4,3,1,187,60,89,2,5,,,,
R_8wc7qP5qjJlKXyt,Default Response Set,,,,,0,10/31/2014 9:10,11/5/2014 8:47,1,,Female,1,1,,1,1,1,5,5,5,5,,5,,5,5,6,3,5,6,4,,4,6,6,,,,,,,,,,,,,,,,,,,,1,179,,81,2,4,,,,
R_a4uM09vSedGZH01,Default Response Set,,,,,0,11/5/2014 12:14,11/5/2014 12:36,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,6,2,5,4,4,5,3,2,3,6,3,5,2,6,4,3,3,1,86,64,94,1,5,,,,
R_0VUz2cRK7Iq2ZuZ,Default Response Set,,,,,0,11/5/2014 17:22,11/5/2014 17:25,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,4,6,7,5,6,3,6,5,6,5,5,5,4,4,3,5,2,1,187,60,87,2,4,,,,
R_cLN8hfJ9ySaPc3j,Default Response Set,,,,,0,11/6/2014 1:44,11/6/2014 2:13,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_25by2D9yIf75G0R,Default Response Set,,,,,0,11/6/2014 7:17,11/6/2014 7:22,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,4,6,4,5,4,3,4,5,5,5,4,5,6,5,6,3,3,1,31,56,90,1,4,,,,
R_5tXOXzkJSvOXYkl,Default Response Set,,,,,0,11/6/2014 9:03,11/6/2014 9:11,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,2,5,4,4,4,4,4,4,4,2,4,4,2,2,3,5,2,1,137,55,82,1,4,,,,
R_e3fSN9oOS9PA0V7,Default Response Set,,,,,0,11/6/2014 9:41,11/6/2014 9:52,1,,Female,1,1,,1,1,1,4,5,5,6,6,6,6,6,5,6,6,4,6,5,7,4,7,3,,,,,,,,,,,,,,,,,,,,1,65,62,95,2,4,,,,
R_brb0QLaQQ3fQ1yl,Default Response Set,,,,,0,11/6/2014 12:20,11/6/2014 12:25,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,2,6,6,6,5,6,6,5,5,4,5,5,6,2,2,2,1,65,66,93,1,5,,,,
R_2os6pHXkRlDKHZP,Default Response Set,,,,,0,11/6/2014 14:54,11/6/2014 15:18,1,,Female,1,1,,1,1,1,4,3,3,4,4,4,4,4,2,4,1,4,4,4,2,2,2,2,,,,,,,,,,,,,,,,,,,,1,185,57,91,1,4,,,,
R_dnfVBM55Rt43IKF,Default Response Set,,,,,0,11/6/2014 17:37,11/6/2014 17:37,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ewYg7mhJpUPPSW9,Default Response Set,,,,,0,10/30/2014 20:08,10/30/2014 20:10,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eCJKxLdj6ieaI5f,Default Response Set,,,,,0,10/30/2014 20:11,10/30/2014 20:12,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6XnoUD6laqMJq6h,Default Response Set,,,,,0,10/30/2014 20:09,10/30/2014 20:13,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_54n6vhbLRtes4FD,Default Response Set,,,,,0,10/30/2014 20:13,10/30/2014 20:13,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3JoPcqy4ZMAqOEt,Default Response Set,,,,,0,10/30/2014 20:14,10/30/2014 20:15,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cT2fVf4NfswbQNL,Default Response Set,,,,,0,10/30/2014 20:17,10/30/2014 20:18,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eeVXPlM9CePsx93,Default Response Set,,,,,0,10/30/2014 20:18,10/30/2014 20:19,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_d1rqxJAWgDBiXel,Default Response Set,,,,,0,10/30/2014 20:17,10/30/2014 20:20,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9KtTQgcytUGXdRP,Default Response Set,,,,,0,10/30/2014 20:17,10/30/2014 20:20,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1KUzmxa1Okq0hbT,Default Response Set,,,,,0,10/30/2014 20:20,10/30/2014 20:21,0,,Male,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6JxQ032ejKmQ9ql,Default Response Set,,,,,0,10/30/2014 20:21,10/30/2014 20:22,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,1,,,,,,,,,
R_bqlH9ag15UIT9qd,Default Response Set,,,,,0,10/30/2014 20:20,10/30/2014 20:23,0,,Female,1,1,,1,1,1,,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6rhcrPkK9q2BZCB,Default Response Set,,,,,0,10/30/2014 20:23,10/30/2014 20:24,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1X1BOP21F5SdFHv,Default Response Set,,,,,0,10/30/2014 20:18,10/30/2014 20:24,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,4,6,4,6,6,6,5,2,3,4,4,4,2,,4,2,,,,,,,,,,
R_eD3YdFy1JhCeMwR,Default Response Set,,,,,0,10/30/2014 20:23,10/30/2014 20:25,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6xuee8f1c1eBckB,Default Response Set,,,,,0,10/30/2014 20:25,10/30/2014 20:26,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_08k5zWj6frBp3ud,Default Response Set,,,,,0,10/30/2014 20:24,10/30/2014 20:28,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,5,5,5,5,2,3,2,2,2,6,5,2,3,5,2,1,36,62,89,1,4,,,,
R_bsdlzQQkqgByD7T,Default Response Set,,,,,0,10/30/2014 20:21,10/30/2014 20:28,0,,Female,1,1,,1,1,1,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,,,,,,,,,,,,,,,,,,,,1,187,38,77,1,4,,,,
R_erCqdAN5z9zVm5L,Default Response Set,,,,,0,10/30/2014 20:28,10/30/2014 20:29,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eyrE7oqtjHpW6ax,Default Response Set,,,,,0,10/30/2014 20:25,10/30/2014 20:30,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3WNVyyt8rYrMRRH,Default Response Set,,,,,0,10/30/2014 20:28,10/30/2014 20:31,0,,Female,1,1,,1,1,1,6,6,4,4,6,6,6,6,6,4,5,5,6,6,6,6,6,4,,,,,,,,,,,,,,,,,,,,1,65,56,86,1,4,,,,
R_6KFPXdmwZymGPqt,Default Response Set,,,,,0,10/30/2014 20:31,10/30/2014 20:33,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1MuCADYH2RI1BU9,Default Response Set,,,,,0,10/30/2014 20:32,10/30/2014 20:34,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7aMYB99TZyXqlY9,Default Response Set,,,,,0,10/30/2014 20:24,10/30/2014 20:37,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_efECrQWj10HCpUh,Default Response Set,,,,,0,10/30/2014 20:35,10/30/2014 20:38,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_39ncp1TIVqdQvHL,Default Response Set,,,,,0,10/30/2014 20:25,10/30/2014 20:39,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3qrrrcM9MHa0m0J,Default Response Set,,,,,0,10/30/2014 20:36,10/30/2014 20:38,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
