"","Start_time","End_time","Finished","Screening","Condition","Intro","Consent","Reason_nc","Check_phd","Check_work_status","Check_phd_research","ob1","ob2","ob3","ra1","ra2","ra3","op1","op2","op3","iq1","iq2","iq3","in1","in2","in3","co1","co2","co3","Country","Year_born","Year_phd","Gender","Tenure","Feedback","Target"
"2394","10/31/2014 10:08","10/31/2014 10:12","1",NA,"Established","1","1",NA,"2",NA,"1",6,7,7,6,6,6,7,6,6,5,4,5,6,4,6,4,5,4,"163","66","96","1","5",NA,"Established Scientists"
"2395","10/31/2014 10:03","10/31/2014 10:12","1",NA,"Established","1","1",NA,"1","1",NA,6,7,6,6,6,6,6,6,7,6,5,5,7,7,7,7,6,5,"163","47","75","1","4",NA,"Established Scientists"
"2397","10/31/2014 10:08","10/31/2014 10:13","1",NA,"Early","1","1",NA,"2",NA,"1",6,4,5,3,5,5,6,6,6,3,2,4,3,6,6,4,4,2,"45","69","97","1","5",NA,"Early-career Scientists"
"2398","10/31/2014 10:02","10/31/2014 10:13","1",NA,"Early","1","1",NA,"1","1",NA,7,7,6,7,7,7,6,5,6,6,5,6,7,7,7,4,6,2,"67","61","95","1","5",NA,"Early-career Scientists"
"2399","10/31/2014 8:49","10/31/2014 10:13","1",NA,"PhD","1","1",NA,"1","1",NA,5,2,1,4,2,2,3,1,1,3,1,2,4,7,3,3,1,1,"65","55","94","1","4",NA,"PhD Students"
"2401","10/31/2014 10:11","10/31/2014 10:16","1",NA,"Established","1","1",NA,"1","1",NA,3,5,4,5,6,5,5,5,4,4,3,5,3,3,5,3,3,4,"163","37","67","1","4",NA,"Established Scientists"
"2402","10/31/2014 10:02","10/31/2014 10:16","1",NA,"Established","1","1",NA,"1","1",NA,5,4,4,4,6,5,5,5,5,2,2,2,6,4,6,4,4,3,"65","56","85","1","4",NA,"Established Scientists"
"2404","10/31/2014 10:10","10/31/2014 10:17","1",NA,"PhD","1","1",NA,"1","1",NA,6,5,3,5,6,6,3,6,6,5,2,2,5,5,5,6,5,5,"185","66","94","1","5",NA,"PhD Students"
"2405","10/31/2014 10:05","10/31/2014 10:21","1",NA,"Early","1","1",NA,"1","1",NA,4,5,5,5,6,6,6,6,6,5,6,6,6,6,6,5,6,4,"169","27","55","1","5",NA,"Early-career Scientists"
"2406","10/31/2014 10:06","10/31/2014 10:21","1",NA,"PhD","1","1",NA,"1","1",NA,4,5,4,6,5,6,6,4,6,7,5,1,6,4,7,4,6,3,"61","50","77","2","4",NA,"PhD Students"
"2408","10/31/2014 10:15","10/31/2014 10:23","1",NA,"PhD","1","1",NA,"1","1",NA,5,NA,6,5,6,5,5,5,6,3,5,NA,6,6,6,6,6,3,"122","45","76","1","4",NA,"PhD Students"
"2409","10/31/2014 10:19","10/31/2014 10:23","1",NA,"Early","1","1",NA,"2",NA,"1",4,6,2,6,6,6,6,6,6,2,4,5,4,6,6,6,6,3,"17","69","96","1","4",NA,"Early-career Scientists"
"2410","10/31/2014 10:21","10/31/2014 10:25","1",NA,"PhD","1","1",NA,"1","1",NA,7,6,5,7,6,7,5,5,6,3,5,3,7,7,5,5,6,2,"179","55","85","2","4",NA,"PhD Students"
"2411","10/31/2014 10:23","10/31/2014 10:27","1",NA,"PhD","1","1",NA,"1","1",NA,7,7,7,6,7,7,7,4,7,4,4,4,7,7,7,7,7,4,"45","55","81","1","5",NA,"PhD Students"
"2412","10/31/2014 10:24","10/31/2014 10:27","1",NA,"Established","1","1",NA,"2",NA,"1",6,5,6,6,5,6,5,6,6,6,5,6,6,4,6,5,4,3,"17","63","96","1","4",NA,"Established Scientists"
"2413","10/31/2014 10:02","10/31/2014 10:28","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,5,2,5,6,5,6,6,4,5,5,6,6,6,6,4,2,"143","44","78","1","4",NA,"PhD Students"
"2414","10/31/2014 9:09","10/31/2014 10:28","1",NA,"Early","1","1",NA,"1","1",NA,6,5,4,6,6,5,6,6,6,2,5,4,6,6,6,6,4,2,"65","63","92","2","4",NA,"Early-career Scientists"
"2415","10/31/2014 10:25","10/31/2014 10:29","1",NA,"Established","1","1",NA,"1","1",NA,3,3,4,3,5,5,6,5,5,4,2,3,4,2,3,2,3,2,"185","64","91","2","4",NA,"Established Scientists"
"2417","10/31/2014 10:19","10/31/2014 10:31","1",NA,"PhD","1","1",NA,"2",NA,"1",6,6,6,5,6,6,4,4,6,2,2,4,6,6,6,4,4,2,"48","67","97","1","4",NA,"PhD Students"
"2418","10/31/2014 10:28","10/31/2014 10:31","1",NA,"Established","1","1",NA,"1","1",NA,1,1,1,1,1,3,4,1,1,2,1,1,1,4,1,1,1,1,"163","45","80","1","4",NA,"Established Scientists"
"2419","10/31/2014 10:24","10/31/2014 10:31","1",NA,"PhD","1","1",NA,"1","1",NA,5,6,4,5,4,5,5,4,7,2,2,2,6,4,4,4,6,4,"84","46","89","2","4",NA,"PhD Students"
"2420","10/31/2014 10:18","10/31/2014 10:33","1",NA,"Established","1","1",NA,"1","1",NA,4,4,3,7,6,5,6,7,7,4,5,5,7,7,7,7,7,2,"45","66","92","2","4",NA,"Established Scientists"
"2421","10/31/2014 10:29","10/31/2014 10:34","1",NA,"Early","1","1",NA,"1","1",NA,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,"36","61","94","1","4",NA,"Early-career Scientists"
"2422","10/31/2014 10:28","10/31/2014 10:34","1",NA,"Established","1","1",NA,"1","1",NA,5,5,3,6,5,5,5,5,5,1,3,4,5,5,6,5,5,2,"61","43","72","1","4",NA,"Established Scientists"
"2423","10/31/2014 10:27","10/31/2014 10:36","1",NA,"PhD","1","1",NA,"1","1",NA,5,7,2,3,6,6,6,6,6,5,4,4,6,2,6,2,6,2,"163","44","71","2","4",NA,"PhD Students"
"2424","10/31/2014 10:30","10/31/2014 10:36","1",NA,"PhD","1","1",NA,"2",NA,"1",5,4,3,6,6,6,4,5,6,4,4,5,7,6,6,7,6,4,"61","68","96","2","5",NA,"PhD Students"
"2425","10/31/2014 10:30","10/31/2014 10:36","1",NA,"Early","1","1",NA,"1","1",NA,6,6,3,4,4,6,6,4,4,3,3,4,7,6,7,5,6,3,"61","51","91","1","4",NA,"Early-career Scientists"
"2426","10/31/2014 10:34","10/31/2014 10:37","1",NA,"PhD","1","1",NA,"1","1",NA,5,4,5,5,5,5,5,6,5,4,4,4,5,6,4,5,5,6,"163","56","86","1","4",NA,"PhD Students"
"2427","10/31/2014 10:26","10/31/2014 10:38","1",NA,"Early","1","1",NA,"1","1",NA,6,3,5,4,6,6,6,7,6,5,5,4,6,6,6,2,6,2,"65","57","91","1","5",NA,"Early-career Scientists"
"2428","10/31/2014 10:34","10/31/2014 10:40","1",NA,"Early","1","1",NA,"1","1",NA,3,5,3,4,5,4,3,6,6,3,2,3,5,5,6,6,6,3,"185","56","92","2","5",NA,"Early-career Scientists"
"2429","10/31/2014 10:28","10/31/2014 10:40","1",NA,"PhD","1","1",NA,"1","1",NA,6,5,3,3,6,6,2,4,3,5,1,4,6,2,5,2,3,2,"163","43","78","1","4",NA,"PhD Students"
"2430","10/31/2014 10:38","10/31/2014 10:43","1",NA,"Early","1","1",NA,"1","1",NA,5,5,2,6,2,4,NA,5,4,2,5,3,NA,3,3,4,4,2,"65","63","93","2","5",NA,"Early-career Scientists"
"2431","10/31/2014 10:38","10/31/2014 10:44","1",NA,"PhD","1","1",NA,"1","6",NA,3,2,2,3,3,3,2,2,4,2,2,2,5,6,5,5,5,3,"163","44","78","1","5",NA,"PhD Students"
"2432","10/31/2014 10:39","10/31/2014 10:44","1",NA,"Established","1","1",NA,"1","1",NA,4,2,2,6,6,4,4,3,4,2,2,4,3,2,3,6,1,1,"84","50","78","2","4",NA,"Established Scientists"
"2433","10/31/2014 10:42","10/31/2014 10:45","1",NA,"Established","1","1",NA,"1","1",NA,3,4,3,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,"128","62","92","2","4",NA,"Established Scientists"
"2434","10/31/2014 10:38","10/31/2014 10:47","1",NA,"Established","1","1",NA,"1","1",NA,5,4,3,7,4,7,5,6,6,5,7,6,6,6,4,5,3,2,NA,NA,NA,NA,NA,NA,"Established Scientists"
"2435","10/31/2014 10:40","10/31/2014 10:48","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,6,5,5,6,7,6,6,3,2,2,7,7,6,6,6,5,"9","53","79","1","4",NA,"PhD Students"
"2436","10/31/2014 10:38","10/31/2014 10:48","1",NA,"Established","1","1",NA,"1","1",NA,3,3,2,4,6,5,3,5,6,6,5,4,5,2,2,2,4,2,"45","41","75","1","4",NA,"Established Scientists"
"2437","10/31/2014 10:45","10/31/2014 10:49","1",NA,"Established","1","1",NA,"1","1",NA,5,7,4,7,5,6,7,6,6,4,4,4,7,7,7,4,6,5,"84","42","71","2","4",NA,"Established Scientists"
"2438","10/31/2014 10:42","10/31/2014 10:51","1",NA,"Early","1","1",NA,"1","6",NA,5,6,2,5,6,6,3,5,5,2,5,5,6,4,7,6,6,2,"65","62","95","2","5",NA,"Early-career Scientists"
"2439","10/31/2014 10:44","10/31/2014 10:52","1",NA,"PhD","1","1",NA,"1","6",NA,5,5,5,5,5,6,5,3,5,5,3,5,5,6,5,3,6,5,"138","51","80","1","5",NA,"PhD Students"
"2440","10/31/2014 10:20","10/31/2014 10:52","1",NA,"Early","1","1",NA,"2",NA,"1",5,6,2,6,NA,6,6,5,6,4,5,6,4,2,2,4,3,3,"80","53","96","1","5",NA,"Early-career Scientists"
"2441","10/31/2014 10:41","10/31/2014 10:53","1",NA,"Early","1","1",NA,"1","1",NA,2,2,3,6,2,4,4,2,2,3,3,3,3,3,3,6,5,2,"163","28","56","1","4",NA,"Early-career Scientists"
"2442","10/31/2014 10:45","10/31/2014 10:54","1",NA,"Early","1","1",NA,"1","1",NA,3,6,2,5,6,6,2,6,6,5,4,4,6,6,6,6,3,3,"163","38","65","1","4",NA,"Early-career Scientists"
"2443","10/31/2014 10:50","10/31/2014 10:55","1",NA,"Early","1","1",NA,"1","1",NA,4,6,5,6,6,7,6,7,4,2,3,2,7,7,7,5,7,5,"82","65","94","1","5",NA,"Early-career Scientists"
"2444","10/31/2014 10:47","10/31/2014 10:55","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,5,6,6,6,6,6,6,7,7,6,6,5,5,5,4,2,"187","45","76","1","4",NA,"PhD Students"
"2445","10/31/2014 10:46","10/31/2014 10:57","1",NA,"Established","1","1",NA,"1","1",NA,5,3,2,6,7,5,5,6,5,3,3,4,6,3,4,4,5,2,"122","53","80","1","4",NA,"Established Scientists"
"2446","10/31/2014 10:56","10/31/2014 11:02","1",NA,"PhD","1","1",NA,"1","1",NA,3,1,2,2,2,1,2,1,2,2,2,3,5,5,5,2,2,3,"185","51","79","1","4",NA,"PhD Students"
"2447","10/31/2014 10:58","10/31/2014 11:02","1",NA,"Established","1","1",NA,"1","1",NA,6,4,4,5,3,6,7,6,6,7,3,3,5,6,4,5,4,4,"138","68","95","1","4",NA,"Established Scientists"
"2448","10/31/2014 10:46","10/31/2014 11:02","1",NA,"Early","1","1",NA,"1","1",NA,6,5,4,7,7,7,6,6,6,5,6,6,6,7,6,4,3,3,"185","59","87","1","4",NA,"Early-career Scientists"
"2449","10/31/2014 10:55","10/31/2014 11:03","1",NA,"Established","1","1",NA,"2",NA,"1",3,5,2,5,6,4,6,5,4,3,2,2,5,3,6,2,2,2,"137","67","96","2","4",NA,"Established Scientists"
"2450","10/31/2014 10:57","10/31/2014 11:04","1",NA,"Early","1","1",NA,"1","1",NA,5,5,4,5,4,6,6,5,6,4,7,6,6,6,6,4,3,2,"185","43","70","1","4",NA,"Early-career Scientists"
"2451","10/31/2014 11:03","10/31/2014 11:09","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,3,6,6,6,6,7,6,4,3,3,7,7,6,6,4,2,"156","60","88","2","4",NA,"PhD Students"
"2453","10/31/2014 10:40","10/31/2014 11:11","1",NA,"Established","1","1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","49","85","2","4",NA,"Established Scientists"
"2455","10/31/2014 11:12","10/31/2014 11:15","1",NA,"PhD","1","1",NA,"1","1",NA,5,3,5,3,4,6,4,5,6,5,6,4,6,7,7,6,6,1,"48","41","72","1","5",NA,"PhD Students"
"2456","10/31/2014 11:12","10/31/2014 11:16","1",NA,"Established","1","1",NA,"1","1",NA,6,6,3,6,6,6,4,5,6,3,3,5,6,6,6,5,4,4,"185","58","90","2","5",NA,"Established Scientists"
"2457","10/31/2014 11:13","10/31/2014 11:17","1",NA,"Early","1","1",NA,"1","1",NA,5,5,3,5,5,6,3,6,5,6,3,5,6,5,4,3,2,3,"185","53","89","2","4",NA,"Early-career Scientists"
"2458","10/31/2014 9:49","10/31/2014 11:18","1",NA,"Early","1","1",NA,"2",NA,"1",5,2,2,6,4,3,2,5,4,1,2,6,6,4,4,2,1,1,"122","67","97","2","5",NA,"Early-career Scientists"
"2459","10/31/2014 11:14","10/31/2014 11:18","1",NA,"Established","1","1",NA,"2",NA,"1",4,3,2,6,6,5,5,3,5,2,2,6,6,3,6,3,3,1,"122","67","97","2","5",NA,"Established Scientists"
"2460","10/31/2014 10:41","10/31/2014 11:19","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,5,5,5,5,5,5,5,4,4,4,5,6,6,3,3,3,"137","32","80","2","4",NA,"PhD Students"
"2461","10/31/2014 10:15","10/31/2014 11:20","1",NA,"Early","1","1",NA,"1","1",NA,2,4,4,2,2,4,4,2,2,2,4,2,4,4,2,2,2,2,"78","54","82","2","4",NA,"Early-career Scientists"
"2462","10/31/2014 11:14","10/31/2014 11:20","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,5,6,6,6,5,5,6,5,5,6,7,6,7,6,6,5,"122","39","67","1","4",NA,"PhD Students"
"2463","10/31/2014 11:16","10/31/2014 11:21","1",NA,"PhD","1","1",NA,"1","1",NA,1,6,2,1,2,6,2,1,2,1,1,4,5,6,6,4,6,2,"163","49","76","1","4",NA,"PhD Students"
"2464","10/31/2014 11:11","10/31/2014 11:22","1",NA,"Early","1","1",NA,"1","1",NA,2,3,3,3,3,3,3,3,3,3,5,3,4,3,3,2,4,2,"65","63","91","1","5",NA,"Early-career Scientists"
"2465","10/31/2014 11:20","10/31/2014 11:25","1",NA,"Established","1","1",NA,"2",NA,"1",6,5,6,6,5,6,4,5,NA,5,6,4,4,4,NA,5,4,5,"138","63","96","1","5",NA,"Established Scientists"
"2466","10/31/2014 11:22","10/31/2014 11:27","1",NA,"Early","1","1",NA,"1","1",NA,6,3,2,7,6,7,3,6,6,4,2,5,5,6,6,4,3,2,"10","54","79","2","5",NA,"Early-career Scientists"
"2467","10/31/2014 11:22","10/31/2014 11:28","1",NA,"Established","1","1",NA,"2",NA,"1",3,4,5,5,5,4,4,5,4,5,3,6,4,5,6,5,3,1,"67","64","95","1","5",NA,"Established Scientists"
"2468","10/31/2014 11:05","10/31/2014 11:29","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,5,3,5,6,4,5,6,5,5,3,5,3,7,6,6,3,"86","65","92","1","4",NA,"PhD Students"
"2469","10/31/2014 11:16","10/31/2014 11:29","1",NA,"Early","1","1",NA,"2",NA,"1",7,7,6,6,NA,NA,2,6,7,1,6,NA,6,1,1,5,1,6,"24","67","98","1","5",NA,"Early-career Scientists"
"2470","10/31/2014 11:23","10/31/2014 11:30","1",NA,"PhD","1","1",NA,"1","1",NA,5,4,4,6,6,6,5,4,5,5,5,6,4,5,5,3,6,2,"60","40","72","1","4",NA,"PhD Students"
"2471","10/31/2014 11:26","10/31/2014 11:33","1",NA,"PhD","1","1",NA,"2",NA,"1",4,3,4,5,3,5,5,3,3,2,5,2,4,4,4,4,4,2,"61","66","97","1","5",NA,"PhD Students"
"2472","10/31/2014 11:24","10/31/2014 11:33","1",NA,"Early","1","1",NA,"1","1",NA,6,4,2,4,5,4,4,6,6,5,6,4,4,4,6,4,4,2,"65","46","75","1","4",NA,"Early-career Scientists"
"2473","10/31/2014 11:30","10/31/2014 11:35","1",NA,"Established","1","1",NA,"1","1",NA,6,4,4,6,6,6,4,6,6,4,6,5,5,5,5,6,4,1,"16","32","66","1","5",NA,"Established Scientists"
"2474","10/31/2014 11:28","10/31/2014 11:36","1",NA,"Established","1","1",NA,"1","1",NA,6,6,6,6,6,6,6,6,5,5,7,5,6,5,6,5,5,5,"36","61","93","1","4",NA,"Established Scientists"
"2475","10/31/2014 3:05","10/31/2014 11:37","1",NA,"Early","1","1",NA,"1","1",NA,2,2,3,5,4,5,3,6,5,2,2,4,5,4,4,4,4,2,"187","45","78","1","4",NA,"Early-career Scientists"
"2476","10/31/2014 11:29","10/31/2014 11:37","1",NA,"PhD","1","1",NA,"1","6",NA,4,4,3,4,3,4,3,5,5,3,4,4,6,3,4,6,3,1,"122","61","95","2","5",NA,"PhD Students"
"2477","10/31/2014 11:34","10/31/2014 11:40","1",NA,"Early","1","1",NA,"1","1",NA,4,5,4,2,5,5,5,2,5,3,2,2,6,6,3,7,3,6,"65","48","77","2","4",NA,"Early-career Scientists"
"2479","10/31/2014 11:33","10/31/2014 11:44","1",NA,"PhD","1","1",NA,"1","1",NA,6,7,3,5,3,7,7,7,6,3,3,4,6,7,7,6,7,5,"36","56","88","1","4",NA,"PhD Students"
"2480","10/30/2014 19:41","10/31/2014 11:44","1",NA,"Established","1","1",NA,"1","1",NA,2,2,2,4,3,3,5,6,6,2,3,4,6,6,6,5,6,4,"185","58","89","1","4",NA,"Established Scientists"
"2481","10/30/2014 20:02","10/31/2014 11:45","1",NA,"Established","1","1",NA,"1","1",NA,7,7,6,5,6,7,7,7,7,5,2,3,7,7,7,7,6,5,"185","47","71","1","5",NA,"Established Scientists"
"2482","10/31/2014 11:40","10/31/2014 11:46","1",NA,"Established","1","1",NA,"1","1",NA,4,4,2,6,5,7,6,6,7,2,1,1,7,7,7,5,7,4,"67","55","94","1","5",NA,"Established Scientists"
"2483","10/31/2014 11:44","10/31/2014 11:48","1",NA,"Early","1","1",NA,"1","1",NA,6,4,4,4,6,6,6,6,6,2,1,1,6,4,6,6,4,2,"185","38","65","1","4",NA,"Early-career Scientists"
"2484","10/31/2014 11:45","10/31/2014 11:49","1",NA,"Established","1","1",NA,"1","1",NA,6,5,3,6,6,6,6,6,7,2,6,5,7,7,7,7,4,1,"185","39","69","1","4",NA,"Established Scientists"
"2485","10/31/2014 11:42","10/31/2014 11:51","1",NA,"PhD","1","1",NA,"1","1",NA,7,7,5,6,6,7,6,6,6,3,5,5,7,7,7,5,6,6,"36","59","88","1","4",NA,"PhD Students"
"2486","10/31/2014 11:47","10/31/2014 11:52","1",NA,"Early","1","1",NA,"1","1",NA,5,5,4,5,6,5,6,3,6,3,4,4,5,3,4,4,4,2,"84","54","81","1","4",NA,"Early-career Scientists"
"2487","10/31/2014 11:48","10/31/2014 11:53","1",NA,"PhD","1","1",NA,"1","1",NA,5,6,2,4,6,5,5,6,6,3,3,4,6,6,6,5,5,4,"84","62","90","1","5",NA,"PhD Students"
"2488","10/31/2014 11:52","10/31/2014 11:55","1",NA,"Early","1","1",NA,"1","2",NA,3,4,2,2,3,3,3,4,3,4,3,4,5,5,6,2,4,2,"185","29","54","1","5",NA,"Early-career Scientists"
"2490","10/31/2014 11:55","10/31/2014 11:59","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,5,6,6,6,6,6,6,4,4,4,6,6,7,6,6,3,"185","64","91","1","5",NA,"PhD Students"
"2491","10/31/2014 11:55","10/31/2014 12:01","1",NA,"Established","1","1",NA,"1","1",NA,6,5,6,6,6,6,6,7,7,3,3,6,6,5,5,5,6,2,"179","55","94","1","4",NA,"Established Scientists"
"2493","10/31/2014 11:50","10/31/2014 12:03","1",NA,"Early","1","1",NA,"1","1",NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"84","64","94","2","4",NA,"Early-career Scientists"
"2494","10/31/2014 11:57","10/31/2014 12:05","1",NA,"Early","1","1",NA,"1","1",NA,6,3,5,4,6,5,6,6,6,2,3,2,6,6,6,4,5,2,"65","60","89","1","5",NA,"Early-career Scientists"
"2495","10/31/2014 12:01","10/31/2014 12:05","1",NA,"Established","1","1",NA,"1","1",NA,6,7,7,7,6,7,7,6,7,2,2,5,6,7,7,7,7,4,"137","60","92","2","4",NA,"Established Scientists"
"2496","10/31/2014 12:00","10/31/2014 12:06","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,3,4,6,5,5,6,6,5,3,5,5,6,6,5,4,4,"48","45","77","2","4",NA,"PhD Students"
"2497","10/31/2014 12:03","10/31/2014 12:07","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,5,6,5,5,5,6,6,5,4,4,5,5,5,6,5,4,"48","65","95","1","5",NA,"PhD Students"
"2498","10/31/2014 11:50","10/31/2014 12:07","1",NA,"Established","1","1",NA,"1","6",NA,5,5,6,3,5,6,5,4,3,3,3,2,5,5,5,5,2,2,"163","63","91","2","5",NA,"Established Scientists"
"2499","10/31/2014 12:06","10/31/2014 12:09","1",NA,"PhD","1","1",NA,"1","1",NA,6,5,5,4,5,4,5,6,5,2,5,3,6,5,6,5,5,5,"61","40","72","1","4",NA,"PhD Students"
"2500","10/31/2014 12:02","10/31/2014 12:10","1",NA,"PhD","1","1",NA,"1","1",NA,5,4,2,5,7,5,7,6,6,5,7,4,5,7,7,2,4,1,"122","66","93","1","5",NA,"PhD Students"
"2501","10/31/2014 12:12","10/31/2014 12:16","1",NA,"Early","1","1",NA,"1","1",NA,6,6,2,5,6,5,6,6,6,3,2,6,6,6,6,4,5,1,"187","58","88","1","5",NA,"Early-career Scientists"
"2503","10/31/2014 12:16","10/31/2014 12:20","1",NA,"Established","1","1",NA,"1","1",NA,6,6,2,6,7,7,5,6,7,3,5,5,6,7,7,5,4,3,"187","61","91","1","5",NA,"Established Scientists"
"2504","10/31/2014 12:16","10/31/2014 12:20","1",NA,"Established","1","1",NA,"1","1",NA,6,3,4,5,6,5,4,6,6,4,5,5,4,4,4,3,5,1,"128","57","87","1","4",NA,"Established Scientists"
"2505","10/31/2014 12:05","10/31/2014 12:26","1",NA,"Early","1","1",NA,"1","1",NA,6,3,5,5,3,3,5,3,3,3,6,3,5,6,3,3,3,3,"138","44","85","2","4",NA,"Early-career Scientists"
"2506","10/31/2014 12:20","10/31/2014 12:27","1",NA,"PhD","1","1",NA,"1","1",NA,2,3,2,5,3,3,2,2,3,3,2,4,4,3,5,3,5,2,"84","43","74","1","4",NA,"PhD Students"
"2508","10/31/2014 12:23","10/31/2014 12:28","1",NA,"Early","1","1",NA,"1","1",NA,5,4,3,6,5,6,5,5,5,2,5,4,5,4,6,2,3,2,"65","48","90","1","4",NA,"Early-career Scientists"
"2510","10/31/2014 1:19","10/31/2014 12:33","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,5,6,6,6,6,6,6,3,7,6,6,5,6,4,6,2,"36","55","84","1","4",NA,"PhD Students"
"2511","10/31/2014 12:28","10/31/2014 12:33","1",NA,"Established","1","1",NA,"1","1",NA,4,5,1,6,6,6,4,5,6,6,5,4,5,5,7,4,4,2,"185","28","54","1","4",NA,"Established Scientists"
"2512","10/31/2014 12:25","10/31/2014 12:35","1",NA,"Early","1","1",NA,"2",NA,"1",3,5,2,6,2,6,6,6,2,2,1,2,5,3,5,5,2,2,"36","69","99","2","5",NA,"Early-career Scientists"
"2513","10/31/2014 5:09","10/31/2014 12:37","1",NA,"Early","1","1",NA,"1","1",NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"78","61","92","1","5",NA,"Early-career Scientists"
"2514","10/30/2014 22:28","10/31/2014 12:38","1",NA,"PhD","1","1",NA,"1","1",NA,6,5,2,6,6,5,6,5,6,5,6,5,6,7,5,6,3,3,NA,"49","83","1","4",NA,"PhD Students"
"2516","10/31/2014 12:35","10/31/2014 12:40","1",NA,"Established","1","1",NA,"1","1",NA,5,5,5,5,6,6,2,6,6,5,6,5,5,4,5,5,3,2,"48","35","77","1","4",NA,"Established Scientists"
"2518","10/31/2014 12:36","10/31/2014 12:44","1",NA,"Early","1","1",NA,"1","1",NA,4,6,3,4,2,6,6,5,6,1,3,4,4,4,6,4,3,2,"83","36","63","1","4",NA,"Early-career Scientists"
"2519","10/31/2014 12:46","10/31/2014 12:49","1",NA,"Early","1","1",NA,"1","1",NA,4,4,2,4,6,5,4,4,4,4,1,4,4,4,4,4,2,2,"84","58","86","1","4",NA,"Early-career Scientists"
"2520","10/31/2014 9:04","10/31/2014 12:49","1",NA,"Established","1","1",NA,"1","1",NA,6,6,6,6,6,6,6,6,6,2,2,4,6,6,6,5,6,3,"84","47","77","1","4",NA,"Established Scientists"
"2521","10/31/2014 12:44","10/31/2014 12:53","1",NA,"PhD","1","1",NA,"1","2",NA,4,4,4,5,5,5,3,3,4,4,5,3,5,4,6,5,3,3,"185","21","51","1","5",NA,"PhD Students"
"2523","10/31/2014 12:58","10/31/2014 13:02","1",NA,"PhD","1","1",NA,"1","1",NA,3,2,3,4,4,4,1,5,5,1,2,2,4,4,3,2,1,1,"138","56","86","1","5",NA,"PhD Students"
"2524","10/31/2014 13:01","10/31/2014 13:10","1",NA,"Early","1","1",NA,"1","1",NA,5,6,3,4,5,5,5,3,5,2,5,3,3,5,6,3,3,4,"137","37","68","1","5",NA,"Early-career Scientists"
"2525","10/31/2014 13:02","10/31/2014 13:11","1",NA,"Early","1","1",NA,"1","1",NA,3,4,1,4,5,7,4,1,5,2,1,5,7,5,6,4,6,1,"24","38","79","1","4",NA,"Early-career Scientists"
"2526","10/31/2014 13:05","10/31/2014 13:13","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,6,3,5,6,6,6,5,2,2,2,6,5,5,6,6,2,"78","39","79","1","4",NA,"PhD Students"
"2528","10/31/2014 13:12","10/31/2014 13:20","1",NA,"Established","1","1",NA,"1","1",NA,5,5,3,3,5,3,6,6,6,4,3,3,5,6,6,5,4,3,"10","41","74","2","5",NA,"Established Scientists"
"2529","10/31/2014 13:19","10/31/2014 13:23","1",NA,"Established","1","1",NA,"1","1",NA,4,4,3,3,3,3,4,4,4,1,1,1,4,3,3,3,4,2,"17","59","88","1","5",NA,"Established Scientists"
"2530","10/31/2014 13:20","10/31/2014 13:27","1",NA,"Early","1","1",NA,"2",NA,"1",6,5,5,5,6,6,5,6,6,3,5,5,6,6,5,5,6,3,"157","69","96","2","5",NA,"Early-career Scientists"
"2531","10/31/2014 13:22","10/31/2014 13:28","1",NA,"Established","1","1",NA,"1","1",NA,5,5,5,6,5,6,5,5,5,3,2,4,5,5,5,5,5,5,"187","56","86","2","5",NA,"Established Scientists"
"2532","10/31/2014 13:26","10/31/2014 13:29","1",NA,"Early","1","1",NA,"1","1",NA,4,3,3,6,4,5,4,5,4,1,3,2,6,5,3,5,6,3,"36","52","86","1","4",NA,"Early-career Scientists"
"2533","10/31/2014 13:21","10/31/2014 13:29","1",NA,"PhD","1","1",NA,"1","1",NA,6,5,2,6,2,6,6,6,5,2,5,5,6,3,3,5,6,5,"36","49","81","1","4",NA,"PhD Students"
"2534","10/31/2014 3:25","10/31/2014 13:40","1",NA,"Early","1","1",NA,"2",NA,"1",7,6,7,7,7,7,7,7,6,5,3,5,7,7,7,7,7,3,"86","64","98","1","4",NA,"Early-career Scientists"
"2535","10/31/2014 13:35","10/31/2014 13:40","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,2,5,6,5,3,6,6,1,2,2,5,5,3,5,5,1,"84","52","86","2","4",NA,"PhD Students"
