V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Screening,Condition,Intro,Consent,Reason_NC,CheckGroup,Check_Sc,Check_PhdS,Intro_ECS,Q1_ECS_Ob,Q2_ECS_Ob,Q3_ECS_Ob,Q4_ECS_Ra,Q5_ECS_Ra,Q6_ECS_Ra,Q7_ECS_Op,Q8_ECS_Op,Q9_ECS_Op,Q10_ECS_IQ,Q11_ECS_IQ,Q12_ECS_IQ,Q13_ECS_In,Q14_ECS_In,Q15_ECS_In,Q16_ECS_Co,Q17_ECS_Co,Q18_ECS_Co,Intro_ES,Q1_ES_Ob,Q2_ES_Ob,Q3_ES_Ob,Q4_ES_Ra,Q5_ES_Ra,Q6_ES_Ra,Q7_ES_Op,Q8_ES_Op,Q9_ES_Op,Q10_ES_IQ,Q11_ES_IQ,Q12_ES_IQ,Q13_ES_In,Q14_ES_In,Q15_ES_In,Q16_ES_Co,Q17_ES_Co,Q18_ES_Co,Intro_PhDs,Q1_PhD_Ob,Q2_PhD_Ob,Q3_PhD_Ob,Q4_PhD_Ra,Q5_PhD_Ra,Q6_PhD_Ra,Q7_PhD_Op,Q8_PhD_Op,Q9_PhD_Op,Q10_PhD_IQ,Q11_PhD_IQ,Q12_PhD_IQ,Q13_PhD_In,Q14_PhD_In,Q15_PhD_In,Q16_PhD_Co,Q17_PhD_Co,Q18_PhD_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_ac_age,Dem_gender,Dem_tenure,Feedback,DO-BR-FL_8,DO-BL-Early-careerscientists,DO-BL-Establishedscientists,DO-BL-PhD_students,LocationLatitude,LocationLongitude,LocationAccuracy
R_d4KkpSTBbcZvkdT,Default Response Set,,,,,0,10/31/2014 14:26,10/31/2014 14:32,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,2,5,5,5,5,5,4,4,4,5,5,6,6,3,5,3,1,187,67,95,1,5,,,,,,,,
R_9Lks0kkSn2E9bi5,Default Response Set,,,,,0,10/31/2014 14:28,10/31/2014 14:34,1,,Early,1,1,,1,1,,1,5,5,3,6,6,6,2,5,5,3,5,6,5,3,4,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,34,70,1,4,,,,,,,,
R_1QQnHzoCBEo6vC5,Default Response Set,,,,,0,10/31/2014 14:33,10/31/2014 14:35,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,2,4,5,4,4,2,2,2,2,1,4,4,3,5,1,2,1,,,,,,,,,,,,,,,,,,,,1,187,62,94,2,5,,,,,,,,
R_djvhcfnQZPsAtCt,Default Response Set,,,,,0,10/31/2014 14:36,10/31/2014 14:40,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,3,5,5,5,5,5,5,5,3,5,6,6,6,5,3,2,,,,,,,,,,,,,,,,,,,,1,187,57,94,1,5,,,,,,,,
R_6QBbAnHnuC8w7yJ,Default Response Set,,,,,0,10/31/2014 14:39,10/31/2014 14:40,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9mfP2pJouQYxi5f,Default Response Set,,,,,0,10/31/2014 14:38,10/31/2014 14:43,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,4,4,5,4,4,6,6,4,1,1,4,4,2,4,4,3,1,185,61,93,1,5,,,,,,,,
R_bfR0puDBpOp4Zut,Default Response Set,,,,,0,10/31/2014 14:39,10/31/2014 14:44,1,,Early,1,1,,1,1,,1,5,5,4,6,6,6,4,7,4,3,5,6,6,5,7,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,59,86,1,4,,,,,,,,
R_cIyHNKw0MYKtAKp,Default Response Set,,,,,0,10/31/2014 14:44,10/31/2014 14:44,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4OA6B6WAgl0XCpn,Default Response Set,,,,,0,10/31/2014 13:58,10/31/2014 14:53,1,,Early,1,1,,1,1,,1,5,5,2,5,5,5,4,5,5,4,4,4,6,2,4,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,51,92,1,5,,,,,,,,
R_ezYzGeTHNU3zHjD,Default Response Set,,,,,0,10/31/2014 8:19,10/31/2014 14:58,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,5,4,6,6,5,5,6,7,3,5,5,5,7,7,7,7,5,,,,,,,,,,,,,,,,,,,,1,60,58,87,1,5,,,,,,,,
R_9NdKbqfykX3D4Ud,Default Response Set,,,,,0,10/31/2014 14:55,10/31/2014 14:58,1,,Early,1,1,,1,1,,1,6,6,3,6,6,6,5,6,6,6,5,5,6,7,7,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,45,73,1,4,,,,,,,,
R_6xlx1QFHaLzsPFr,Default Response Set,,,,,0,10/31/2014 14:49,10/31/2014 14:58,1,,Early,1,1,,1,1,,1,4,6,5,6,7,5,2,3,7,4,6,5,4,3,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,168,35,64,1,4,,,,,,,,
R_6KEraTaKaaIz7dr,Default Response Set,,,,,0,10/31/2014 14:53,10/31/2014 14:59,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,3,4,4,7,5,5,5,7,2,2,6,5,7,4,7,1,1,187,57,93,2,5,,,,,,,,
R_5AcE47Dv90nZZt3,Default Response Set,,,,,0,10/31/2014 14:59,10/31/2014 15:00,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bKncvivGOURp1C5,Default Response Set,,,,,0,10/31/2014 15:00,10/31/2014 15:03,1,,Early,1,1,,1,1,,1,5,5,5,7,7,7,6,6,6,3,4,4,6,5,6,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,61,88,2,5,,,,,,,,
R_6fWGXV9sflwmG4R,Default Response Set,,,,,0,10/31/2014 14:44,10/31/2014 15:03,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,2,5,5,4,4,5,5,3,3,4,4,4,4,3,4,4,1,84,61,90,2,5,,,,,,,,
R_9YTVcMz5tz43I0d,Default Response Set,,,,,0,10/31/2014 14:45,10/31/2014 15:04,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,7,7,4,7,7,7,7,6,7,6,5,5,4,6,7,3,5,4,,,,,,,,,,,,,,,,,,,,1,179,59,91,1,4,,,,,,,,
R_2nTbzQuaT0bAi2N,Default Response Set,,,,,0,10/31/2014 15:07,10/31/2014 15:10,1,,Early,1,1,,2,,1,1,6,5,3,5,5,6,4,5,5,2,2,4,5,5,6,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,71,98,1,5,,,,,,,,
R_bNQK6bR7cDXIlVP,Default Response Set,,,,,0,10/31/2014 15:05,10/31/2014 15:10,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,3,4,4,5,4,5,6,2,6,2,5,4,3,5,5,3,1,36,54,88,1,4,,,,,,,,
R_dd5fAvfRHJRqJ5X,Default Response Set,,,,,0,10/31/2014 15:03,10/31/2014 15:13,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,7,5,6,5,3,4,5,3,5,5,6,6,6,5,4,2,1,143,60,88,1,4,,,,,,,,
R_8DfRiCfh7uGO5aR,Default Response Set,,,,,0,10/31/2014 15:10,10/31/2014 15:14,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,6,6,6,5,6,5,4,6,5,5,5,5,5,4,3,,,,,,,,,,,,,,,,,,,,1,65,62,93,1,5,,,,,,,,
R_3OFRTqFVAPM2aJD,Default Response Set,,,,,0,10/31/2014 15:10,10/31/2014 15:17,1,,Established,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,5,3,3,6,7,6,6,5,5,5,5,5,6,6,7,4,6,2,,,,,,,,,,,,,,,,,,,,1,122,65,97,2,5,,,,,,,,
R_enRXsSEWcoEOOzj,Default Response Set,,,,,0,10/31/2014 15:11,10/31/2014 15:18,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,6,5,6,2,4,6,4,6,5,6,5,6,6,2,5,1,163,46,75,1,4,,,,,,,,
R_9nUti9gFQM4ueC9,Default Response Set,,,,,0,10/31/2014 15:18,10/31/2014 15:19,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bkeCI0qoYVGRVeB,Default Response Set,,,,,0,10/31/2014 15:00,10/31/2014 15:19,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,6,5,7,6,6,6,7,6,4,6,4,4,6,7,6,4,3,,,,,,,,,,,,,,,,,,,,1,143,41,78,1,4,,,,,,,,
R_cIIC5XOxHeczl3f,Default Response Set,,,,,0,10/31/2014 15:18,10/31/2014 15:24,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,4,5,5,6,6,6,5,5,3,4,6,4,6,4,4,4,1,36,46,74,2,4,,,,,,,,
R_6y4VZWRPMOvlC4J,Default Response Set,,,,,0,10/31/2014 15:22,10/31/2014 15:26,1,,Early,1,1,,1,1,,1,4,4,4,4,4,4,4,4,4,5,6,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,54,87,1,4,,,,,,,,
R_7WKdTS5rJaTbUZ7,Default Response Set,,,,,0,10/31/2014 15:24,10/31/2014 15:28,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,6,2,7,5,6,6,5,6,5,5,4,6,7,7,7,7,6,,,,,,,,,,,,,,,,,,,,1,84,48,73,1,4,,,,,,,,
R_e9iEss8U2ocyHyJ,Default Response Set,,,,,0,10/31/2014 15:29,10/31/2014 15:32,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,5,5,5,4,6,6,6,2,2,5,7,7,6,6,5,6,1,187,37,65,1,4,,,,,,,,
R_4OdUoJWM5elYdtr,Default Response Set,,,,,0,10/31/2014 15:34,10/31/2014 15:34,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bOZLPV54w9JyY2V,Default Response Set,,,,,0,10/31/2014 15:27,10/31/2014 15:36,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,4,3,6,6,6,6,5,6,2,3,5,6,6,7,1,6,6,,,,,,,,,,,,,,,,,,,,1,179,60,90,2,4,,,,,,,,
R_0ptVT3uJDruc7Z3,Default Response Set,,,,,0,10/31/2014 15:31,10/31/2014 15:38,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,4,7,6,6,5,5,5,3,3,6,5,5,6,3,6,4,1,7,24,58,1,4,,,,,,,,
R_d4hk2BTyY7WBNop,Default Response Set,,,,,0,10/31/2014 15:31,10/31/2014 15:39,1,,Early,1,1,,2,,1,1,5,5,6,7,6,5,6,6,6,5,2,5,6,7,7,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,168,59,97,1,4,,,,,,,,
R_1LkE5AYXWcQaC9f,Default Response Set,,,,,0,10/31/2014 15:41,10/31/2014 15:49,1,,Established,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,4,5,3,6,6,3,4,4,3,1,2,3,2,2,4,4,5,3,,,,,,,,,,,,,,,,,,,,1,84,63,95,1,5,,,,,,,,
R_5vx0Skaz3qNGIIJ,Default Response Set,,,,,0,10/31/2014 15:48,10/31/2014 15:49,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bNn0h09CzZ3PkGh,Default Response Set,,,,,0,10/31/2014 15:44,10/31/2014 15:51,1,,PhD,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,3,5,5,6,-99,6,6,2,2,2,6,4,6,5,6,5,1,65,67,96,1,5,,,,,,,,
R_3y2nV0weZsudyTP,Default Response Set,,,,,0,10/31/2014 15:53,10/31/2014 15:57,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,3,4,4,4,5,4,4,2,5,4,4,3,5,3,4,2,1,187,27,59,1,4,,,,,,,,
R_8qNk6s9PYs9qAwR,Default Response Set,,,,,0,10/31/2014 15:53,10/31/2014 16:02,1,,Established,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,5,6,3,4,5,6,3,6,6,3,3,2,6,6,6,5,6,3,,,,,,,,,,,,,,,,,,,,1,61,67,96,1,4,,,,,,,,
R_02Nj7RHZO2UjRbv,Default Response Set,,,,,0,10/31/2014 15:50,10/31/2014 16:12,1,,Early,1,1,,1,1,,1,6,5,2,5,4,3,5,4,4,3,6,3,6,3,5,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,143,63,88,1,4,,,,,,,,
R_dmadxhq5iQrOF01,Default Response Set,,,,,0,10/31/2014 16:13,10/31/2014 16:21,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,6,5,7,5,6,6,6,6,3,4,6,6,6,6,4,6,5,,,,,,,,,,,,,,,,,,,,1,187,43,68,1,4,,,,,,,,
R_3CabivhIcdleVxz,Default Response Set,,,,,0,10/31/2014 16:16,10/31/2014 16:21,1,,Early,1,1,,1,1,,1,2,4,3,5,6,7,3,5,5,5,1,3,7,7,7,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,163,59,84,2,4,,,,,,,,
R_4Ofwop4gxtGvZ09,Default Response Set,,,,,0,10/31/2014 16:19,10/31/2014 16:22,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,2,4,2,2,4,3,5,4,1,2,4,4,4,6,3,1,1,84,45,86,1,4,,,,,,,,
R_8kr7fb0kV3A5goZ,Default Response Set,,,,,0,10/31/2014 16:16,10/31/2014 16:36,1,,PhD,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,5,3,6,2,5,5,2,2,5,3,2,6,2,7,6,3,1,80,63,96,1,4,,,,,,,,
R_cAVxTCaudiqLNOZ,Default Response Set,,,,,0,10/31/2014 16:26,10/31/2014 16:36,1,,Early,1,1,,1,1,,1,4,4,2,4,5,4,2,3,4,3,4,3,4,4,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,138,35,62,2,4,,,,,,,,
R_cw5j0DASJjtpdpr,Default Response Set,,,,,0,10/31/2014 16:36,10/31/2014 16:43,1,,Early,1,1,,1,1,,1,6,5,5,6,6,5,6,4,6,5,4,5,5,6,6,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,87,57,89,1,4,,,,,,,,
R_afmeZhnilBLt3aB,Default Response Set,,,,,0,10/31/2014 16:40,10/31/2014 16:46,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,5,5,6,6,5,6,6,4,6,4,6,5,6,6,3,2,1,187,27,59,1,4,,,,,,,,
R_2itCNwwN2oqLtM9,Default Response Set,,,,,0,10/31/2014 16:48,10/31/2014 16:52,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,6,5,4,6,6,4,7,6,3,2,2,7,7,7,6,2,4,,,,,,,,,,,,,,,,,,,,1,163,58,87,2,4,,,,,,,,
R_6KABkc5CmfheaIR,Default Response Set,,,,,0,10/31/2014 16:53,10/31/2014 17:01,1,,Early,1,1,,2,,1,1,5,4,1,6,6,6,4,6,6,5,5,5,6,5,6,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,138,68,96,1,5,,,,,,,,
R_6sqJWFhjonA9wd7,Default Response Set,,,,,0,10/31/2014 16:58,10/31/2014 17:02,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,3,4,4,6,4,6,3,6,3,5,4,5,4,5,6,5,1,111,64,91,2,5,,,,,,,,
R_da7UIRX94gXa5lX,Default Response Set,,,,,0,10/31/2014 17:07,10/31/2014 17:09,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9zY5oOgNRJdLkTH,Default Response Set,,,,,0,10/31/2014 17:09,10/31/2014 17:12,1,,Established,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,5,5,2,4,6,6,5,6,5,2,2,5,5,5,6,5,3,2,,,,,,,,,,,,,,,,,,,,1,122,67,97,2,4,,,,,,,,
R_brz6ByLQ6rlYRZr,Default Response Set,,,,,0,10/31/2014 17:08,10/31/2014 17:14,1,,Early,1,1,,1,1,,1,2,5,2,4,3,2,3,3,3,5,5,1,4,4,6,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,55,94,2,4,,,,,,,,
R_eG2W5MyOP7DU12R,Default Response Set,,,,,0,10/31/2014 17:10,10/31/2014 17:14,1,,Established,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,7,7,5,7,6,7,3,6,6,6,2,3,7,7,7,7,7,6,,,,,,,,,,,,,,,,,,,,1,31,69,98,2,4,,,,,,,,
R_006lFH8TIFTed2R,Default Response Set,,,,,0,10/31/2014 17:12,10/31/2014 17:15,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,4,6,6,6,5,5,5,3,5,4,5,5,6,5,6,3,1,185,48,80,1,4,,,,,,,,
R_a05A9n7g81MnQq1,Default Response Set,,,,,0,10/31/2014 17:10,10/31/2014 17:17,1,,Early,1,1,,1,1,,1,-99,-99,-99,-99,-99,5,-99,6,-99,-99,-99,4,4,4,4,5,-99,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,-99,87,1,4,,,,,,,,
R_0856tcPVXgMxx6l,Default Response Set,,,,,0,10/31/2014 17:07,10/31/2014 17:21,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,6,6,6,6,6,5,5,6,5,6,6,5,5,5,5,6,2,,,,,,,,,,,,,,,,,,,,1,83,42,83,1,5,,,,,,,,
R_cY14Yga5dzIflyd,Default Response Set,,,,,0,10/31/2014 17:20,10/31/2014 17:23,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,1,2,2,4,4,2,5,6,2,1,2,6,4,7,1,2,2,,,,,,,,,,,,,,,,,,,,1,187,62,92,1,5,,,,,,,,
R_82nh3vCEON5DLkV,Default Response Set,,,,,0,10/31/2014 17:19,10/31/2014 17:23,1,,Early,1,1,,1,1,,1,3,3,2,5,5,6,5,3,5,3,3,4,6,4,5,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,163,51,82,1,4,,,,,,,,
R_1YuntjYHN43bK61,Default Response Set,,,,,0,10/31/2014 17:19,10/31/2014 17:26,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,5,4,3,3,5,5,3,3,3,5,6,3,5,3,2,1,84,35,62,1,4,,,,,,,,
R_5BmxhHwsUqtf8NL,Default Response Set,,,,,0,10/31/2014 17:15,10/31/2014 17:34,1,,Early,1,1,,1,1,,1,5,6,2,5,7,6,5,3,6,5,1,4,6,7,5,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,163,60,91,2,4,,,,,,,,
R_9uU1bzqOQtxzW05,Default Response Set,,,,,0,10/31/2014 17:28,10/31/2014 17:34,1,,Early,1,1,,1,1,,1,7,5,3,5,6,4,5,6,7,4,5,4,7,7,7,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84,52,85,1,4,,,,,,,,
R_8kXe8eUjCMv6FN3,Default Response Set,,,,,0,10/31/2014 17:39,10/31/2014 17:39,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_81WcyEi2ofZZuAd,Default Response Set,,,,,0,10/31/2014 17:35,10/31/2014 17:41,1,,Established,1,1,,1,2,,,,,,,,,,,,,,,,,,,,,1,6,6,5,6,6,6,5,6,6,5,5,5,7,7,7,6,4,3,,,,,,,,,,,,,,,,,,,,1,185,22,50,1,5,,,,,,,,
R_0Ar1nDRCobmTdjL,Default Response Set,,,,,0,10/31/2014 17:36,10/31/2014 17:41,1,,Established,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,5,6,3,6,6,7,7,7,7,5,5,6,7,7,7,7,7,3,,,,,,,,,,,,,,,,,,,,1,122,66,96,2,5,,,,,,,,
R_dmVtVmLYWJjaHIN,Default Response Set,,,,,0,10/31/2014 17:34,10/31/2014 17:43,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,6,6,2,6,2,6,6,7,6,6,6,6,6,3,1,14,52,84,1,4,,,,,,,,
R_40VPlR62h9pwqxL,Default Response Set,,,,,0,10/31/2014 17:35,10/31/2014 17:54,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,5,6,6,6,6,2,5,5,6,5,6,5,6,4,4,2,1,80,38,72,1,4,,,,,,,,
R_6guq1yo1ZgvZIQR,Default Response Set,,,,,0,10/31/2014 17:51,10/31/2014 17:55,1,,Early,1,1,,1,1,,1,4,4,4,4,5,4,4,4,4,5,6,4,4,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67,49,80,1,4,,,,,,,,
R_3dYlKs6jNzmWVuJ,Default Response Set,,,,,0,10/31/2014 17:58,10/31/2014 17:58,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dgaHBVSCv5556N7,Default Response Set,,,,,0,10/31/2014 18:05,10/31/2014 18:08,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,4,4,6,5,7,4,6,5,2,2,2,5,4,6,1,2,1,,,,,,,,,,,,,,,,,,,,1,138,64,92,1,5,,,,,,,,
R_eQDqagPqZWCq92l,Default Response Set,,,,,0,10/31/2014 18:07,10/31/2014 18:12,1,,Established,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,7,6,7,7,6,7,4,7,7,1,3,3,7,7,7,5,6,7,,,,,,,,,,,,,,,,,,,,1,187,64,96,2,5,,,,,,,,
R_8p1BTu351Ri2p2R,Default Response Set,,,,,0,10/31/2014 18:06,10/31/2014 18:15,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,2,5,6,5,3,3,5,2,2,2,6,3,6,3,3,-99,1,187,19,51,1,4,,,,,,,,
R_5aNknCWtGpWmyJ7,Default Response Set,,,,,0,10/31/2014 18:05,10/31/2014 18:19,1,,Early,1,1,,1,1,,1,6,6,3,5,6,5,5,6,6,3,3,2,6,6,7,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,56,89,2,5,,,,,,,,
R_5jeiTP6I4s6xVv7,Default Response Set,,,,,0,10/31/2014 18:32,10/31/2014 18:36,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,5,2,5,5,6,3,5,3,5,2,5,6,5,5,3,2,2,,,,,,,,,,,,,,,,,,,,1,187,40,69,1,4,,,,,,,,
R_1B1vCwsy71dvaDP,Default Response Set,,,,,0,10/31/2014 18:39,10/31/2014 18:46,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,3,3,5,5,5,5,6,3,3,4,6,3,5,5,6,3,1,24,52,81,2,4,,,,,,,,
R_b72PDvMdWEXoZmd,Default Response Set,,,,,0,10/31/2014 18:46,10/31/2014 18:46,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2mX6eB2fBdMVUNL,Default Response Set,,,,,0,10/31/2014 18:45,10/31/2014 18:49,1,,Early,1,1,,1,1,,1,6,6,5,7,5,7,5,6,6,3,6,4,6,4,4,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,63,88,1,5,,,,,,,,
R_5yH2U0b7Tc7Q9vf,Default Response Set,,,,,0,10/31/2014 18:46,10/31/2014 18:53,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,5,4,7,5,6,4,7,5,1,5,4,6,6,7,4,5,5,,,,,,,,,,,,,,,,,,,,1,187,60,88,1,5,,,,,,,,
R_80KwEUl783XxZiJ,Default Response Set,,,,,0,10/31/2014 18:47,10/31/2014 18:53,1,,Early,1,1,,1,1,,1,5,4,2,5,5,6,6,5,5,6,6,6,5,4,5,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,56,86,2,5,,,,,,,,
R_5jwHHcHDGR93q8l,Default Response Set,,,,,0,10/31/2014 18:46,10/31/2014 18:54,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,5,5,4,5,5,5,3,5,4,4,4,4,5,4,3,4,2,,,,,,,,,,,,,,,,,,,,1,78,62,88,1,4,,,,,,,,
R_ctN47UMocVPFUvr,Default Response Set,,,,,0,10/31/2014 0:47,10/31/2014 19:12,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,3,3,5,5,5,4,6,3,5,2,5,4,4,5,6,3,1,138,60,88,1,5,,,,,,,,
R_26vB7yi6NEgqaI5,Default Response Set,,,,,0,10/31/2014 19:13,10/31/2014 19:16,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,4,4,3,7,6,5,5,3,4,5,7,7,6,4,6,4,4,2,,,,,,,,,,,,,,,,,,,,1,187,61,90,2,5,,,,,,,,
