V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Respondent_Group,Screening,Condition,Intro,Consent,Reason_NC,CheckPhD,CheckGroup,Intro_S,Q1_S_Ob,Q2_S_Ob,Q3_S_Ob,Q4_S,Q5_S_Ra,Q6_S_Ra,Q7_S_Op,Q8_S_Op,Q9_S_Op,Q10_S_IQ,Q11_S_IQ,Q12_S_IQ,Q13_S_In,Q14_S_In,Q15_S_In,Q16_S_Co,Q17_S_Co,Q18_S_Co,Intro_H,Q1_H_Ob,Q2_H_Ob,Q3_H_Ob,Q4_H_Ra,Q5_H_Ra,Q6_H_Ra,Q7_H_Op,Q8_H_Op,Q9_H_Op,Q10_H_IQ,Q11_H_IQ,Q12_H_IQ,Q13_H_In,Q14_H_In,Q15_H_In,Q16_H_Co,Q17_H_Co,Q18_H_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_yr_PhD,Dem_gender,Dem_relig,Feedback,DO-BR-FL_13,DO-BL-Scientists,DO-BL-Highly_educated_people,LocationLatitude,LocationLongitude,LocationAccuracy
R_4Owc9pG0erzL69n,Default Response Set,,,,,0,6/28/2014 4:28,6/28/2014 4:32,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,4,5,6,6,6,5,6,6,5,5,6,6,7,4,4,2,1,187,34,63,2,40,,,,,,,
R_0UMydbIV4lCp8nb,Default Response Set,,,,,0,6/28/2014 4:57,6/28/2014 4:58,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dnh4Rf0E1NowGc5,Default Response Set,,,,,0,6/28/2014 5:14,6/28/2014 5:22,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,2,2,6,5,5,3,5,3,3,5,5,2,2,2,2,4,1,1,36,65,88,1,39,,,,,,,
R_2lYT1ckAckuZ1UF,Default Response Set,,,,,0,6/28/2014 5:24,6/28/2014 5:28,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,7,7,3,6,3,6,6,6,7,3,2,3,7,7,7,6,6,3,,,,,,,,,,,,,,,,,,,,1,9,50,83,1,42,,,,,,,
R_0iHK1cc04EXrtsx,Default Response Set,,,,,0,6/28/2014 5:19,6/28/2014 5:34,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,5,5,6,6,6,6,2,7,6,5,6,6,4,6,6,5,6,,,,,,,,,,,,,,,,,,,,1,87,64,92,1,44,,,,,,,
R_26x32qnlI3kx3IF,Default Response Set,,,,,0,6/28/2014 8:00,6/28/2014 8:01,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9LxjpcKNfDFHodn,Default Response Set,,,,,0,6/28/2014 8:34,6/28/2014 8:37,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_88S7N1dw467ZfOl,Default Response Set,,,,,0,6/28/2014 8:50,6/28/2014 8:52,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_43ofHlUdZzfcIrb,Default Response Set,,,,,0,6/28/2014 8:48,6/28/2014 8:57,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,4,4,6,5,6,5,6,4,2,3,2,2,2,1,1,2,1,61,45,71,1,38,,,,,,,
R_a3jUKS3Iw7KmT09,Default Response Set,,,,,0,6/28/2014 10:19,6/28/2014 10:40,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,5,2,5,5,6,5,3,5,5,5,5,5,4,4,4,4,3,1,183,36,71,1,39,,,,,,,
R_6MajlNsv5lysiTX,Default Response Set,,,,,0,6/28/2014 11:18,6/28/2014 11:21,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,6,6,6,5,6,5,6,5,6,5,5,5,5,5,6,5,1,153,40,71,1,39,,,,,,,
R_bDtQuZ4Ia62IM3X,Default Response Set,,,,,0,6/27/2014 12:34,6/28/2014 11:44,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,3,6,4,7,6,6,6,5,7,5,7,6,7,6,6,6,1,78,64,94,1,43,,,,,,,
R_0e8SiRBporAJHvf,Default Response Set,,,,,0,6/28/2014 11:55,6/28/2014 12:09,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,7,7,6,7,2,6,7,6,5,6,6,7,7,7,7,6,6,6,,,,,,,,,,,,,,,,,,,,1,126,43,79,1,43,,,,,,,
R_6JCoSvwsmxYBr7v,Default Response Set,,,,,0,6/28/2014 12:02,6/28/2014 12:13,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,2,4,5,5,6,4,4,5,4,7,4,4,2,2,2,2,3,1,65,53,90,1,39,,,,,,,
R_5aJm2gDlHyGXKbb,Default Response Set,,,,,0,6/28/2014 13:12,6/28/2014 13:17,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,2,6,6,6,7,6,6,5,7,6,7,7,7,7,5,1,,,,,,,,,,,,,,,,,,,,1,187,49,77,1,38,,,,,,,
R_8G7lUNdzfeLLQLb,Default Response Set,,,,,0,6/28/2014 13:15,6/28/2014 13:18,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,5,4,6,6,6,5,6,5,4,5,5,5,5,6,5,3,3,1,187,34,60,1,39,,,,,,,
R_7OEPaoC7NWrtezX,Default Response Set,,,,,0,6/28/2014 13:20,6/28/2014 13:24,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,6,7,7,6,5,6,6,5,5,5,6,6,6,5,5,2,,,,,,,,,,,,,,,,,,,,1,60,44,70,1,38,,,,,,,
R_0vuW9vjhVDffYEZ,Default Response Set,,,,,0,6/27/2014 14:02,6/28/2014 13:36,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,6,6,6,6,7,5,5,5,4,4,5,7,6,6,5,6,6,1,192,50,93,2,41,,,,,,,
R_0V9TE3f0QXOzk0Z,Default Response Set,,,,,0,6/28/2014 13:38,6/28/2014 13:42,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,7,7,2,6,7,7,6,7,7,5,6,5,7,7,7,7,7,4,,,,,,,,,,,,,,,,,,,,1,187,39,65,1,38,,,,,,,
R_6tfuLjJVQl2jKFD,Default Response Set,,,,,0,6/28/2014 14:23,6/28/2014 14:29,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,6,2,7,5,6,5,3,6,3,5,6,6,6,6,3,3,2,,,,,,,,,,,,,,,,,,,,1,187,51,89,1,38,,,,,,,
R_3reDBNWisOxPc3j,Default Response Set,,,,,0,6/27/2014 17:01,6/28/2014 14:33,1,Scientists,,Scientists_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,7,7,6,6,6,7,7,3,5,2,3,2,3,5,3,3,2,3,1,80,64,97,2,43,,,,,,,
R_5bW27FhgqX9glzT,Default Response Set,,,,,0,6/28/2014 15:07,6/28/2014 15:08,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7TCFbgOv9ocHhjL,Default Response Set,,,,,0,6/28/2014 15:10,6/28/2014 15:17,1,Scientists,,Scientists_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,4,4,2,5,3,5,5,4,3,3,2,5,5,3,4,3,5,2,1,187,58,95,2,38,,,,,,,
R_6wY1yY66E1GKETP,Default Response Set,,,,,0,6/28/2014 15:20,6/28/2014 15:23,1,Scientists,,Scientists_Educated,1,1,,1,6,,,,,,,,,,,,,,,,,,,,1,5,4,2,6,6,5,5,5,6,2,5,5,5,3,4,3,3,2,1,187,42,78,2,44,,,,,,,
R_7PNTpJ54e4o0Sod,Default Response Set,,,,,0,6/28/2014 16:18,6/28/2014 16:19,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ai2ZtKQRKAA9tCl,Default Response Set,,,,,0,6/28/2014 16:20,6/28/2014 16:25,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,4,6,5,6,7,5,6,4,5,5,6,6,6,6,5,4,,,,,,,,,,,,,,,,,,,,1,187,35,61,1,40,,,,,,,
R_7UMkmWyBRXycLT7,Default Response Set,,,,,0,6/27/2014 17:23,6/28/2014 16:28,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,7,6,3,7,7,7,5,7,7,2,2,2,7,7,7,7,6,4,1,187,33,68,2,38,,,,,,,
R_6XVp4Q79ePo8t7L,Default Response Set,,,,,0,6/28/2014 16:28,6/28/2014 16:28,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dj3ttHFn0qztM3P,Default Response Set,,,,,0,6/28/2014 16:58,6/28/2014 17:05,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,2,2,3,4,5,5,6,5,6,4,5,5,6,5,6,5,4,3,,,,,,,,,,,,,,,,,,,,1,187,48,77,1,39,,,,,,,
R_43cq4mngsoz7nIV,Default Response Set,,,,,0,6/28/2014 17:42,6/28/2014 17:45,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,7,6,4,6,7,7,6,7,4,7,6,4,7,6,7,7,7,6,1,163,54,82,1,38,,,,,,,
R_6imYWehFiU0jMJD,Default Response Set,,,,,0,6/28/2014 17:36,6/28/2014 17:45,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,4,3,5,6,6,5,5,5,5,6,5,6,6,6,5,5,3,,,,,,,,,,,,,,,,,,,,1,187,19,45,1,38,,,,,,,
R_e3vv7qpCCPwjLAV,Default Response Set,,,,,0,6/28/2014 18:06,6/28/2014 18:16,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,3,3,2,3,5,3,3,3,2,2,2,5,4,4,5,5,6,,,,,,,,,,,,,,,,,,,,1,128,62,93,1,39,,,,,,,
R_0MxvHWnJTqvABs9,Default Response Set,,,,,0,6/28/2014 19:03,6/28/2014 19:06,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,5,4,5,4,4,4,6,4,5,6,5,4,4,4,4,4,4,1,187,55,88,2,40,,,,,,,
R_881fc2pFR7RZ5Vb,Default Response Set,,,,,0,6/28/2014 19:21,6/28/2014 19:24,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,5,6,6,6,6,6,6,5,6,5,6,6,6,5,4,4,1,187,33,56,2,38,,,,,,,
R_393Y3mGmLHqR5Z3,Default Response Set,,,,,0,6/28/2014 19:26,6/28/2014 19:27,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5ANiJf5ffFm95Rj,Default Response Set,,,,,0,6/28/2014 19:26,6/28/2014 19:30,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,6,4,6,6,6,6,7,7,1,1,1,7,7,7,6,4,3,,,,,,,,,,,,,,,,,,,,1,187,56,93,1,38,,,,,,,
R_4TJ6FWHyCEDDWrb,Default Response Set,,,,,0,6/28/2014 20:20,6/28/2014 20:21,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bgrtmOF55tOoIsZ,Default Response Set,,,,,0,6/28/2014 20:15,6/28/2014 20:52,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,6,6,6,5,6,7,6,5,6,7,6,7,7,6,4,2,2,,,,,,,,,,,,,,,,,,,,1,80,64,93,1,41,,,,,,,
R_eJLsVPMpKTSQInj,Default Response Set,,,,,0,6/28/2014 20:52,6/28/2014 20:58,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,2,3,1,1,3,3,3,2,4,2,1,3,2,3,2,3,4,1,187,59,87,1,44,,,,,,,
R_8ojx8HqRcy7XexD,Default Response Set,,,,,0,6/28/2014 21:46,6/28/2014 21:54,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,5,3,5,6,6,4,5,5,2,5,5,4,4,4,4,5,4,1,187,55,90,1,41,,,,,,,
R_74jOKsnb5Fi4phj,Default Response Set,,,,,0,6/28/2014 22:11,6/28/2014 22:14,1,Scientists,,Scientists_Scientists,1,1,,1,6,1,5,5,5,4,5,5,6,6,5,4,5,4,5,5,6,3,6,2,,,,,,,,,,,,,,,,,,,,1,65,51,81,1,42,,,,,,,
R_56WT9SubRVotBid,Default Response Set,,,,,0,6/29/2014 0:09,6/29/2014 0:15,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,3,6,6,6,4,6,6,3,5,5,6,6,6,5,5,5,1,187,61,94,1,38,,,,,,,
R_9QWsPUjiYwbX3hP,Default Response Set,,,,,0,6/29/2014 0:21,6/29/2014 0:25,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,2,5,6,5,6,5,5,1,2,2,5,5,6,5,3,1,1,84,51,81,2,41,,,,,,,
R_0eclc88RJZNyWpv,Default Response Set,,,,,0,6/29/2014 1:39,6/29/2014 1:44,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,2,2,5,5,6,4,6,6,4,5,4,5,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,1,187,59,92,1,38,,,,,,,
R_1GjjVxHQJrKHyGp,Default Response Set,,,,,0,6/29/2014 1:39,6/29/2014 1:45,1,Scientists,,Scientists_Scientists,1,1,,1,6,1,3,3,2,6,3,6,3,3,6,3,6,3,3,3,2,3,2,3,,,,,,,,,,,,,,,,,,,,1,9,63,92,1,38,,,,,,,
R_9nv2e3RyIqy2cxT,Default Response Set,,,,,0,6/29/2014 4:31,6/29/2014 4:31,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6eZAgQFvWkbHu7P,Default Response Set,,,,,0,6/29/2014 5:26,6/29/2014 5:33,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,1,4,5,3,4,2,5,3,3,4,3,4,4,4,2,3,1,1,187,45,70,2,39,,,,,,,
R_bdsX9OCqe1PdqDP,Default Response Set,,,,,0,6/29/2014 5:44,6/29/2014 5:45,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cvuyDYlg8sP2xFz,Default Response Set,,,,,0,6/29/2014 5:48,6/29/2014 5:49,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9Y7rVgLZ4UOpjBr,Default Response Set,,,,,0,6/29/2014 6:50,6/29/2014 6:58,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,4,5,5,6,6,6,5,4,5,4,5,3,5,3,6,2,1,36,53,88,1,43,,,,,,,
R_4Iu8l0chspOZzkV,Default Response Set,,,,,0,6/29/2014 7:27,6/29/2014 7:42,1,Scientists,,Scientists_Scientists,1,1,,2,,1,4,5,5,6,6,6,5,3,5,5,7,6,5,4,5,5,5,7,,,,,,,,,,,,,,,,,,,,1,78,68,98,1,39,,,,,,,
R_1ZIEHq1cJsPWfsh,Default Response Set,,,,,0,6/27/2014 14:09,6/29/2014 9:05,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,2,6,6,6,6,6,3,6,3,3,3,6,6,6,6,1,1,36,56,84,1,43,,,,,,,
R_2gb0cxVp6O7EgRL,Default Response Set,,,,,0,6/29/2014 9:46,6/29/2014 9:58,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,7,6,6,7,6,6,5,7,4,6,3,4,7,7,7,7,6,2,,,,,,,,,,,,,,,,,,,,1,91,51,91,2,43,,,,,,,
R_74lxs9uIVa1ePw9,Default Response Set,,,,,0,6/29/2014 10:20,6/29/2014 10:27,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,5,7,6,6,6,5,5,5,6,5,6,6,6,5,5,3,1,185,44,81,1,40,,,,,,,
R_77ZZZzBz37J04VD,Default Response Set,,,,,0,6/29/2014 10:23,6/29/2014 10:27,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,2,2,6,6,7,3,5,5,1,1,5,2,3,2,2,2,1,1,163,48,77,2,44,,,,,,,
R_3PLxK4lnb39lAsl,Default Response Set,,,,,0,6/29/2014 11:07,6/29/2014 11:09,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0ksptJmjjLkEMxn,Default Response Set,,,,,0,6/29/2014 11:00,6/29/2014 11:12,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,5,6,6,7,6,2,5,4,2,7,2,6,5,6,5,6,2,,,,,,,,,,,,,,,,,,,,1,53,43,81,1,44,,,,,,,
R_bq6miaiz3YuwT77,Default Response Set,,,,,0,6/29/2014 11:44,6/29/2014 11:48,1,Scientists,,Scientists_Scientists,1,1,,2,,1,7,6,4,6,6,7,6,4,6,2,5,5,6,7,7,6,6,6,,,,,,,,,,,,,,,,,,,,1,163,64,95,1,39,,,,,,,
R_0P0dUCKPb22s7bL,Default Response Set,,,,,0,6/29/2014 12:47,6/29/2014 12:52,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,5,5,5,5,6,3,2,3,2,3,2,2,2,3,3,1,7,40,76,1,38,,,,,,,
R_9YLAiSn0YP2rQmF,Default Response Set,,,,,0,6/29/2014 12:42,6/29/2014 13:57,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,4,7,5,6,6,7,7,5,4,5,7,7,7,7,6,7,,,,,,,,,,,,,,,,,,,,1,187,49,79,2,43,,,,,,,
R_cOqPcNDhyckK6MJ,Default Response Set,,,,,0,6/29/2014 14:18,6/29/2014 14:20,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,4,3,5,5,6,5,3,4,5,6,5,5,5,6,6,3,2,,,,,,,,,,,,,,,,,,,,1,187,49,75,1,40,,,,,,,
R_0kQteIOvnWFCgYd,Default Response Set,,,,,0,6/29/2014 14:39,6/29/2014 14:40,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0dEIGd1VehHEHOt,Default Response Set,,,,,0,6/29/2014 14:41,6/29/2014 14:51,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,3,5,6,6,5,6,6,6,2,6,3,6,6,6,2,4,2,,,,,,,,,,,,,,,,,,,,1,67,40,67,1,43,,,,,,,
R_8239MLKbAUdrEl7,Default Response Set,,,,,0,6/29/2014 15:44,6/29/2014 15:56,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,6,5,5,5,3,5,4,2,4,5,5,5,5,3,4,3,1,24,50,83,2,43,,,,,,,
R_7aKijFPlNQQLoMJ,Default Response Set,,,,,0,6/29/2014 16:03,6/29/2014 16:09,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,2,5,6,5,5,6,5,4,3,4,6,6,5,2,2,1,,,,,,,,,,,,,,,,,,,,1,79,51,86,2,42,,,,,,,
R_0SPrbJg2QcJxQS9,Default Response Set,,,,,0,6/29/2014 18:49,6/29/2014 18:51,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,3,7,6,6,1,1,1,6,5,6,5,5,6,5,5,3,1,31,58,85,1,38,,,,,,,
R_dczPSwkD8vDuKGN,Default Response Set,,,,,0,6/29/2014 18:52,6/29/2014 18:53,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_51qo5f6gURC7ENL,Default Response Set,,,,,0,6/29/2014 19:27,6/29/2014 19:31,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,7,7,4,7,6,7,4,7,7,3,4,5,7,7,7,5,6,5,1,187,35,73,2,41,,,,,,,
R_eEQ0LuzVeuleewt,Default Response Set,,,,,0,6/29/2014 20:03,6/29/2014 20:06,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,5,1,7,7,6,5,7,7,4,6,2,2,2,1,3,1,2,1,187,49,80,1,43,,,,,,,
R_aVMUtEzecAvHqQt,Default Response Set,,,,,0,6/29/2014 20:03,6/29/2014 20:21,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,3,3,6,5,5,6,6,6,3,5,3,7,5,5,3,5,2,,,,,,,,,,,,,,,,,,,,1,78,36,62,1,39,,,,,,,
R_bJxO28FREJGMwId,Default Response Set,,,,,0,6/29/2014 20:46,6/29/2014 20:49,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,1,4,5,4,4,4,4,4,4,1,187,55,86,2,38,,,,,,,
R_e8NFuOymSBY3ZIh,Default Response Set,,,,,0,6/29/2014 21:16,6/29/2014 21:21,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,3,7,6,7,5,6,6,3,5,6,6,5,5,5,6,4,,,,,,,,,,,,,,,,,,,,1,187,53,85,1,41,,,,,,,
R_bNmW48qkFoMrRkx,Default Response Set,,,,,0,6/29/2014 23:19,6/29/2014 23:23,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,4,2,4,5,5,4,3,3,3,3,2,3,2,2,2,2,2,1,185,41,70,2,39,,,,,,,
R_3aasIgve6FYqTxb,Default Response Set,,,,,0,6/29/2014 23:47,6/29/2014 23:53,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,7,7,2,7,7,7,5,7,7,7,7,5,7,7,7,6,7,5,,,,,,,,,,,,,,,,,,,,1,78,39,67,1,43,,,,,,,
R_dbY36BmY7G7IgTj,Default Response Set,,,,,0,6/30/2014 0:06,6/30/2014 0:12,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,4,2,5,4,5,6,6,7,2,4,4,5,4,5,3,6,1,1,65,39,65,1,42,,,,,,,
R_3flno81wKS6k2Md,Default Response Set,,,,,0,6/30/2014 0:42,6/30/2014 0:54,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,4,6,6,6,6,6,6,4,2,1,6,4,4,6,6,4,,,,,,,,,,,,,,,,,,,,1,187,57,85,1,38,,,,,,,
R_dh5NAnEVAv23m0R,Default Response Set,,,,,0,6/27/2014 18:07,6/30/2014 1:17,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,5,5,5,5,5,6,5,5,5,4,5,6,5,5,5,5,1,7,59,89,2,41,,,,,,,
R_eL4C2ADTRnkUYRf,Default Response Set,,,,,0,6/30/2014 1:21,6/30/2014 1:24,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,6,5,5,5,5,6,6,6,5,5,5,7,7,7,7,5,4,,,,,,,,,,,,,,,,,,,,1,9,63,89,2,39,,,,,,,
R_1BavavyDwzqnnMN,Default Response Set,,,,,0,6/30/2014 2:06,6/30/2014 2:09,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,6,6,6,6,7,6,6,4,2,7,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,1,187,63,94,1,42,,,,,,,
R_9uWLQCJE1oYwa0d,Default Response Set,,,,,0,6/30/2014 2:19,6/30/2014 2:55,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,2,7,6,6,5,7,3,2,3,2,6,3,7,6,7,6,1,86,51,85,1,42,,,,,,,
R_2trkB3vIS1Hquz3,Default Response Set,,,,,0,6/30/2014 3:12,6/30/2014 3:15,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,4,1,4,5,3,3,5,5,4,5,4,4,1,1,1,2,1,1,8,63,93,1,38,,,,,,,
R_cY15iWUeDhauOBD,Default Response Set,,,,,0,6/27/2014 9:07,6/30/2014 3:17,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,4,5,6,7,3,5,6,2,6,5,7,-99,7,4,6,2,,,,,,,,,,,,,,,,,,,,1,171,59,88,1,40,,,,,,,
R_1S4qbCd35PXikL3,Default Response Set,,,,,0,6/30/2014 3:44,6/30/2014 3:45,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cBZpB8vPqSqcar3,Default Response Set,,,,,0,6/30/2014 5:14,6/30/2014 5:14,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cHEYPULkDXldiUl,Default Response Set,,,,,0,6/30/2014 5:59,6/30/2014 6:06,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,6,6,6,6,6,4,2,5,7,7,5,4,6,5,1,78,54,81,2,40,,,,,,,
R_5pOGLXpluRmpiwR,Default Response Set,,,,,0,6/30/2014 6:22,6/30/2014 6:30,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,2,2,3,6,2,2,5,2,2,2,2,5,2,2,2,3,2,1,10,57,94,1,38,,,,,,,
R_ctJoP3OdUZuzr0x,Default Response Set,,,,,0,6/30/2014 6:29,6/30/2014 6:32,1,Scientists,,Scientists_Scientists,1,1,,2,,1,6,5,2,7,7,6,6,3,3,6,2,3,6,7,6,2,2,2,,,,,,,,,,,,,,,,,,,,1,78,61,96,1,44,,,,,,,
R_cBbV8O3cKDbJhFr,Default Response Set,,,,,0,6/30/2014 5:40,6/30/2014 6:47,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,7,6,5,6,6,6,7,6,6,5,5,6,6,3,5,6,1,,,,,,,,,,,,,,,,,,,,1,130,62,91,1,42,,,,,,,
R_3Rej5h4jqZscGwd,Default Response Set,,,,,0,6/30/2014 7:36,6/30/2014 7:40,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,3,5,6,6,3,3,6,2,3,2,5,5,4,6,5,2,,,,,,,,,,,,,,,,,,,,1,10,57,87,1,39,,,,,,,
R_03wtuUt1xgpA0gB,Default Response Set,,,,,0,6/30/2014 7:41,6/30/2014 7:48,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,5,6,6,6,6,5,6,6,6,5,6,6,6,6,6,4,1,187,54,88,1,40,,,,,,,
